"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00203421","2018-07-31","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   94",",,7",,,,,,,"  117",",,7,0800"
"USC00203421","2018-08-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   53",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  117",",,7",,,,,,,"  156",",,7,0800"
"USC00203421","2018-08-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   94",",,7",,,,,,,"  100",",,7,0800"
"USC00203421","2018-08-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   61",",,7",,,,,,,"   83",",,7,0800"
"USC00203421","2018-08-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   83",",,7",,,,,,,"  178",",,7,0800"
"USC00203421","2018-08-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  168",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  172",",,7",,,,,,,"  178",",,7,0800"
"USC00203421","2018-08-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  144",",,7",,,,,,,"  144",",,7,0800"
"USC00203421","2018-08-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","   94",",,7",,,,,,,"  128",",,7,0800"
"USC00203421","2018-08-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  111",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-08-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  122",",,7",,,,,,,"  128",",,7,0800"
"USC00203421","2018-08-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  128",",,7",,,,,,,"  139",",,7,0800"
"USC00203421","2018-08-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  139",",,7",,,,,,,"  150",",,7,0800"
"USC00203421","2018-08-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  133",",,7",,,,,,,"  133",",,7,0800"
"USC00203421","2018-08-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  133",",,7",,,,,,,"  150",",,7,0800"
"USC00203421","2018-08-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  150",",,7",,,,,,,"  172",",,7,0800"
"USC00203421","2018-08-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  139",",,7",,,,,,,"  144",",,7,0800"
"USC00203421","2018-08-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  144",",,7",,,,,,,"  161",",,7,0800"
"USC00203421","2018-08-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  111",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-08-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","  117",",,7",,,,,,,"  117",",,7,0800"
"USC00203421","2018-08-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  117",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-08-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  122",",,7",,,,,,,"  161",",,7,0800"
"USC00203421","2018-08-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  128",",,7",,,,,,,"  128",",,7,0800"
"USC00203421","2018-08-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   67",",,7",,,,,,,"   72",",,7,0800"
"USC00203421","2018-08-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   72",",,7",,,,,,,"  106",",,7,0800"
"USC00203421","2018-08-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  106",",,7",,,,,,,"  139",",,7,0800"
"USC00203421","2018-08-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  183",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","  139",",,7",,,,,,,"  161",",,7,0800"
"USC00203421","2018-08-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  128",",,7",,,,,,,"  139",",,7,0800"
"USC00203421","2018-08-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  145",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  139",",,7",,,,,,,"  200",",,7,0800"
"USC00203421","2018-08-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  401",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  122",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-08-29","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  106",",,7",,,,,,,"  111",",,7,0800"
"USC00203421","2018-08-30","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   50",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-08-31","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   56",",,7",,,,,,,"  156",",,7,0800"
"USC00203421","2018-09-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  163",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  156",",,7",,,,,,,"  194",",,7,0800"
"USC00203421","2018-09-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  156",",,7",,,,,,,"  172",",,7,0800"
"USC00203421","2018-09-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   30",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  117",",,7",,,,,,,"  117",",,7,0800"
"USC00203421","2018-09-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  111",",,7",,,,,,,"  161",",,7,0800"
"USC00203421","2018-09-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  104",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","  161",",,7",,,,,,,"  178",",,7,0800"
"USC00203421","2018-09-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   44",",,7",,,,,,,"   44",",,7,0800"
"USC00203421","2018-09-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   44",",,7",,,,,,,"   67",",,7,0800"
"USC00203421","2018-09-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   39",",,7",,,,,,,"   44",",,7,0800"
"USC00203421","2018-09-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","   44",",,7",,,,,,,"   50",",,7,0800"
"USC00203421","2018-09-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   50",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-09-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   56",",,7",,,,,,,"  133",",,7,0800"
"USC00203421","2018-09-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  133",",,7",,,,,,,"  189",",,7,0800"
"USC00203421","2018-09-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  133",",,7",,,,,,,"  133",",,7,0800"
"USC00203421","2018-09-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  133",",,7",,,,,,,"  172",",,7,0800"
"USC00203421","2018-09-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  167",",,7",,,,,,,"  183",",,7,0800"
"USC00203421","2018-09-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  150",",,7",,,,,,,"  156",",,7,0800"
"USC00203421","2018-09-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  156",",,7",,,,,,,"  211",",,7,0800"
"USC00203421","2018-09-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   89",",,7",,,,,,,"   94",",,7,0800"
"USC00203421","2018-09-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   89",",,7",,,,,,,"   89",",,7,0800"
"USC00203421","2018-09-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   89",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-09-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  447",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","  122",",,7",,,,,,,"  133",",,7,0800"
"USC00203421","2018-09-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   17",",,7",,,,,,,"   17",",,7,0800"
"USC00203421","2018-09-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","   17",",,7",,,,,,,"   72",",,7,0800"
"USC00203421","2018-09-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   72",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-09-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  122",",,7",,,,,,,"  128",",,7,0800"
"USC00203421","2018-09-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   72",",,7",,,,,,,"   78",",,7,0800"
"USC00203421","2018-09-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   39",",,7",,,,,,,"   78",",,7,0800"
"USC00203421","2018-09-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   94",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   61",",,7",,,,,,,"   72",",,7,0800"
"USC00203421","2018-09-29","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   33",",,7",,,,,,,"   33",",,7,0800"
"USC00203421","2018-09-30","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","    6",",,7",,,,,,,"   28",",,7,0800"
"USC00203421","2018-10-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   28",",,7",,,,,,,"   33",",,7,0800"
"USC00203421","2018-10-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","    6",",,7",,,,,,,"   22",",,7,0800"
"USC00203421","2018-10-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  109",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   22",",,7",,,,,,,"  106",",,7,0800"
"USC00203421","2018-10-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  191",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","   39",",,7",,,,,,,"   39",",,7,0800"
"USC00203421","2018-10-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   71",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","    6",",,7",,,,,,,"   17",",,7,0800"
"USC00203421","2018-10-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   17",",,7",,,,,,,"   78",",,7,0800"
"USC00203421","2018-10-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","   39",",,7",,,,,,,"   39",",,7,0800"
"USC00203421","2018-10-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   74",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   39",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-10-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   94",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","   56",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-10-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  617",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","   44",",,7",,,,,,,"   50",",,7,0800"
"USC00203421","2018-10-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  135",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","   33",",,7",,,,,,,"   33",",,7,0800"
"USC00203421","2018-10-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   30",",,7,0800","    0","T,,7,0800","    0",",,7,0800","   39",",,7","    6",",,7",,,,,,,"    6",",,7,0800"
"USC00203421","2018-10-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   11",",,7","  -33",",,7",,,,,,,"  -22",",,7,0800"
"USC00203421","2018-10-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","    0",",,7,0800","   94",",,7","  -22",",,7",,,,,,,"   28",",,7,0800"
"USC00203421","2018-10-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   53",",,7,0800","   25",",,7,0800","   25",",,7,0800","   39",",,7","    0",",,7",,,,,,,"    0",",,7,0800"
"USC00203421","2018-10-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","    0","T,,7,0800","    0","T,,7,0800","   39",",,7","   -6",",,7",,,,,,,"    6",",,7,0800"
"USC00203421","2018-10-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","    0",",,7,0800","   72",",,7","   -6",",,7",,,,,,,"   28",",,7,0800"
"USC00203421","2018-10-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -50",",,7",,,,,,,"  -44",",,7,0800"
"USC00203421","2018-10-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  -44",",,7",,,,,,,"  122",",,7,0800"
"USC00203421","2018-10-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    0","T,,7,0800","    0","T,,7,0800","  150",",,7","   11",",,7",,,,,,,"   17",",,7,0800"
"USC00203421","2018-10-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   33",",,7,0800","   20",",,7,0800","   25",",,7,0800","   17",",,7","  -11",",,7",,,,,,,"    0",",,7,0800"
"USC00203421","2018-10-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -33",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2018-10-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","  -33",",,7",,,,,,,"   39",",,7,0800"
"USC00203421","2018-10-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -11",",,7",,,,,,,"    0",",,7,0800"
"USC00203421","2018-10-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -11",",,7",,,,,,,"   33",",,7,0800"
"USC00203421","2018-10-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","   33",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-10-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","   50",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-10-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   44",",,7",,,,,,,"   44",",,7,0800"
"USC00203421","2018-10-29","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   44",",,7",,,,,,,"   56",",,7,0800"
"USC00203421","2018-10-30","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   28",",,7",,,,,,,"   50",",,7,0800"
"USC00203421","2018-10-31","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","  -11",",,7",,,,,,,"    0",",,7,0800"
"USC00203421","2018-11-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","    0",",,7",,,,,,,"   33",",,7,0800"
"USC00203421","2018-11-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","    6",",,7",,,,,,,"    6",",,7,0800"
"USC00203421","2018-11-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    0","T,,7,0800","    0","T,,7,0800","   44",",,7","  -22",",,7",,,,,,,"  -22",",,7,0800"
"USC00203421","2018-11-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -22",",,7",,,,,,,"  -17",",,7,0800"
"USC00203421","2018-11-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  152",",,7,0800","    0","T,,7,0800","    0",",,7,0800","   72",",,7","  -17",",,7",,,,,,,"   61",",,7,0800"
"USC00203421","2018-11-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","   22",",,7",,,,,,,"   28",",,7,0800"
"USC00203421","2018-11-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  152",",,7,0800","   13",",,7,0800","   25",",,7,0800","   50",",,7","    6",",,7",,,,,,,"   11",",,7,0800"
