"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00152903","2018-05-22","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  203",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  189",",,7",,,,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-05-23","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  183",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-05-24","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  128",",,7",,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-05-25","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  267",",,7","  133",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-05-26","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7",,,,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-05-27","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   38",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  200",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-05-28","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  132",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  206",",,7",,,,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-05-29","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   64",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  189",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-05-30","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   25",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  194",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-05-31","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   51",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  206",",,7",,,,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-06-01","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  191",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  189",",,7",,,,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-06-02","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   89",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  183",",,7",,,,,,,"  189",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-03","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    8",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  183",",,7",,,,,,,"  189",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-04","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","  128",",,7",,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-05","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  133",",,7",,,,,,,"  139",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-06","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  139",",,7",,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-07","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  144",",,7",,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-08","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  250",",,7","  111",",,7",,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-09","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  128",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-10","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  178",",,7",,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-11","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   76",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  183",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-12","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   84",",,7,0700","    0",",,7,","    0",",,7,","  267",",,7","  183",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-13","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   33",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  194",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-14","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  178",",,7",,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-15","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  150",",,7",,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-16","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","  156",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-17","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  328",",,7","  194",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-18","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  339",",,7","  189",",,7",,,,,,,"  217",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-19","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  356",",,7","  194",",,7",,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-20","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   13",",,7,0700","    0",",,7,","    0",",,7,","  339",",,7","  206",",,7",,,,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-21","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  323",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  194",",,7",,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-06-22","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  127",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  178",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-23","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   13",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  189",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-24","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    8",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  194",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-25","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   18",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  194",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-26","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   25",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  194",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-06-27","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   64",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7","  200",",,7",,,,,,,"  206",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-06-28","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  109",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  206",",,7",,,,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-06-29","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  206",",,7",,,,,,,"  217",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-06-30","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","  189",",,7",,,,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-01","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  328",",,7","  183",",,7",,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-02","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  152",",,7,0700","    0",",,7,","    0",",,7,","  344",",,7","  211",",,7",,,,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-07-03","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   25",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","  217",",,7",,,,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-07-04","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  211",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-05","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   25",",,7,0700","    0",",,7,","    0",",,7,","  350",",,7","  211",",,7",,,,,,,"  233",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-06","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   25",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  211",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-07","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   13",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  172",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-08","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  167",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-09","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  167",",,7",,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-10","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  183",",,7",,,,,,,"  217",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-11","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  217",",,7",,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-12","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  167",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-13","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  167",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-14","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  322",",,7","  172",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-15","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  339",",,7","  200",",,7",,,,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-16","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","   46",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  211",",,7",,,,,,,"  228",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-07-17","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  318",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  217",",,7",,,,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-07-18","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  156",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-19","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  156",",,7",,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-20","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  161",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-21","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  815",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","  178",",,7",,,,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-07-22","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  292",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  194",",,7",,,,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00152903","2018-07-23","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  147",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  183",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-24","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  152",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  178",",,7",,,,,,,"  200",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-25","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  189",",,7",,,,,,,"  194",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-26","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  178",",,7",,,,,,,"  189",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-07-27","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  189",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-28","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    8",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  156",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-29","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  144",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-30","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  172",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-07-31","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  406",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","  183",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-08-01","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  188",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  189",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-08-02","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","  140",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  189",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00152903","2018-08-03","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  183",",,7",,,,,,,"  194",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-08-04","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","  183",",,7",,,,,,,"  194",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00152903","2018-08-05","38.4502","-83.7355","286.5","FLEMINGSBURG 2 N, KY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  322",",,7","  194",",,7",,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,
