"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00116344","2019-06-12","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  122",",,7","   22",",,7",,,"   64",",,7",,,"  167",",,7,","  167",",,7",,,"  116",",,7","  183",",,7","  194",",,7","  283",",,7","  222",",,7",,,,,,,,,,,,
"USC00116344","2019-06-13","40.1101","-87.9567","205.7","OGDEN, IL US","  287",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","  122",",,7","   72",",,7",,,"   23",",,7",,,"  122",",,7,","  270",",,7",,,"  116",",,7","  172",",,7","  183",",,7","  239",",,7","  206",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-14","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  200",",,7","  100",",,7","    0",",,7",,,"   25",",,7",,,"  100",",,7,","  315",",,7",,,"  156",",,7","  156",",,7","  178",",,7","  222",",,7","  194",",,7",,,,,,,,,,,,
"USC00116344","2019-06-15","40.1101","-87.9567","205.7","OGDEN, IL US","   38",",,7,0600","    0",",,7,0600","    0",",,7,0600","  250",",,7","  100",",,7","   67",",,7",,,"   53",",,7",,,"  172",",,7,","  202",",,7",,,"  125",",,7","  150",",,7","  172",",,7","  233",",,7","  200",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-16","40.1101","-87.9567","205.7","OGDEN, IL US","  203",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","  167",",,7","   36",",,7",,,"    0",",,7",,,"  178",",,7,","  247",",,7",,,"  219",",,7","  183",",,7","  183",",,7","  206",",,7","  194",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-17","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","  161",",,7","   18",",,7",,,"   20",",,7",,,"  161",",,7,","   45",",,7",,,"   54",",,7","  189",",,7","  189",",,7","  267",",,7","  217",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-18","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","  161",",,7","   13",",,7",,,"   13",",,7",,,"  172",",,7,","   22",",,7",,,"   49",",,7","  194",",,7","  200",",,7","  228",",,7","  211",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-19","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","  172",",,7","   13",",,7",,,"   25",",,7",,,"  194",",,7,","   22",",,7",,,"   54",",,7","  194",",,7","  200",",,7","  261",",,7","  222",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-20","40.1101","-87.9567","205.7","OGDEN, IL US","  216",",,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  150",",,7","   54",",,7",,,"   13",",,7",,,"  150",",,7,","  360",",,7",,,"   98",",,7","  200",",,7","  211",",,7","  239",",,7","  222",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-21","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","  144",",,7","    0",",,7",,,"   10",",,7",,,"  144",",,7,","  315",",,7",,,"  107",",,7","  183",",,7","  200",",,7","  233",",,7","  211",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-22","40.1101","-87.9567","205.7","OGDEN, IL US","   69",",,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","  144",",,7","   13",",,7",,,"   10",",,7",,,"  178",",,7,","  225",",,7",,,"   94",",,7","  178",",,7","  194",",,7","  228",",,7","  206",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-23","40.1101","-87.9567","205.7","OGDEN, IL US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","  178",",,7","   58",",,7",,,"   20",",,7",,,"  200",",,7,","  135",",,7",,,"  116",",,7","  189",",,7","  194",",,7","  250",",,7","  222",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-24","40.1101","-87.9567","205.7","OGDEN, IL US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  200",",,7","   31",",,7",,,"   28",",,7",,,"  206",",,7,","  202",",,7",,,"  125",",,7","  206",",,7","  211",",,7","  256",",,7","  228",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-25","40.1101","-87.9567","205.7","OGDEN, IL US","   15",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","  167",",,7","   45",",,7",,,"   15",",,7",,,"  167",",,7,","  247",",,7",,,"  107",",,7","  206",",,7","  217",",,7","  267",",,7","  228",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-26","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  167",",,7","   31",",,7",,,"   36",",,7",,,"  189",",,7,","  247",",,7",,,"  165",",,7","  194",",,7","  206",",,7","  278",",,7","  233",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-27","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  311",",,7","  189",",,7","   22",",,7",,,"   43",",,7",,,"  200",",,7,","  202",",,7",,,"   98",",,7","  211",",,7","  217",",,7","  289",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-06-28","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  311",",,7","  200",",,7","   18",",,7",,,"   43",",,7",,,"  206",",,7,","  180",",,7",,,"   98",",,7","  222",",,7","  228",",,7","  300",",,7","  244",",,7",,,,,,,,,,,,
"USC00116344","2019-06-29","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  206",",,7","    0",",,7",,,"   58",",,7",,,"  217",",,7,","  202",",,7",,,"  112",",,7","  228",",,7","  228",",,7","  300",",,7","  250",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-06-30","40.1101","-87.9567","205.7","OGDEN, IL US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  328",",,7","  217",",,7","   18",",,7",,,"   41",",,7",,,"  244",",,7,","  292",",,7",,,"   94",",,7","  228",",,7","  233",",,7","  306",",,7","  256",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-01","40.1101","-87.9567","205.7","OGDEN, IL US","  561",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  194",",,7","   27",",,7",,,"   28",",,7",,,"  200",",,7,","  337",",,7",,,"  228",",,7","  228",",,7","  239",",,7","  300",",,7","  267",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00116344","2019-07-02","40.1101","-87.9567","205.7","OGDEN, IL US","   53",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  200",",,7","   45",",,7",,,"   15",",,7",,,"  228",",,7,","  202",",,7",,,"  107",",,7","  228",",,7","  233",",,7","  294",",,7","  256",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-03","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  211",",,7","   22",",,7",,,"   43",",,7",,,"  211",",,7,","  360",",,7",,,"  116",",,7","  239",",,7","  244",",,7","  306",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-04","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  206",",,7","    0",",,7",,,"   20",",,7",,,"  206",",,7,","  225",",,7",,,"   67",",,7","  244",",,7","  250",",,7","  300",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-05","40.1101","-87.9567","205.7","OGDEN, IL US","  157",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  206",",,7","   13",",,7",,,"   30",",,7",,,"  222",",,7,","  202",",,7",,,"  174",",,7","  239",",,7","  244",",,7","  300",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-06","40.1101","-87.9567","205.7","OGDEN, IL US","   41",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  217",",,7","    0",",,7",,,"   15",",,7",,,"  222",",,7,","  202",",,7",,,"  152",",,7","  244",",,7","  250",",,7","  283",",,7","  256",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-07","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  189",",,7","   27",",,7",,,"   33",",,7",,,"  189",",,7,","  360",",,7",,,"   94",",,7","  239",",,7","  256",",,7","  300",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-08","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  189",",,7","   27",",,7",,,"   33",",,7",,,"  200",",,7,","  360",",,7",,,"   89",",,7","  233",",,7","  244",",,7","  278",",,7","  256",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-09","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  194",",,7","   13",",,7",,,"   36",",,7",,,"  194",",,7,","   90",",,7",,,"   45",",,7","  228",",,7","  239",",,7","  294",",,7","  261",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-10","40.1101","-87.9567","205.7","OGDEN, IL US","   89",",,7,0600","    0",",,7,0600","    0",",,7,0600","  300",",,7","  194",",,7","   13",",,7",,,"   38",",,7",,,"  233",",,7,","  270",",,7",,,"  148",",,7","  228",",,7","  239",",,7","  300",",,7","  261",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00116344","2019-07-11","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  211",",,7","   18",",,7",,,"   33",",,7",,,"  211",",,7,","  270",",,7",,,"   89",",,7","  244",",,7","  244",",,7","  317",",,7","  272",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-12","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  167",",,7","   22",",,7",,,"   30",",,7",,,"  167",",,7,","  337",",,7",,,"   89",",,7","  228",",,7","  244",",,7","  278",",,7","  261",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-13","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  167",",,7","   13",",,7",,,"   30",",,7",,,"  183",",,7,","   90",",,7",,,"   36",",,7","  217",",,7","  233",",,7","  294",",,7","  256",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-14","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  311",",,7","  183",",,7","    9",",,7",,,"   36",",,7",,,"  222",",,7,","  247",",,7",,,"   58",",,7","  222",",,7","  233",",,7","  306",",,7","  261",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-15","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  211",",,7","   18",",,7",,,"   48",",,7",,,"  211",",,7,","  225",",,7",,,"   63",",,7","  239",",,7","  244",",,7","  311",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-16","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  211",",,7","   27",",,7",,,"   36",",,7",,,"  228",",,7,","  180",",,7",,,"  112",",,7","  244",",,7","  250",",,7","  289",",,7","  261",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-17","40.1101","-87.9567","205.7","OGDEN, IL US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  228",",,7","    0",",,7",,,"   30",",,7",,,"  233",",,7,","  180",",,7",,,"   89",",,7","  244",",,7","  244",",,7","  278",",,7","  261",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-18","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  228",",,7","    0",",,7",,,"   36",",,7",,,"  233",",,7,","  247",",,7",,,"   54",",,7","  244",",,7","  244",",,7","  306",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-19","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  233",",,7","   31",",,7",,,"   48",",,7",,,"  261",",,7,","  180",",,7",,,"  107",",,7","  250",",,7","  256",",,7","  311",",,7","  272",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-20","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  244",",,7","   31",",,7",,,"   36",",,7",,,"  244",",,7,","  225",",,7",,,"  103",",,7","  261",",,7","  261",",,7","  317",",,7","  278",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-21","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  244",",,7","    0",",,7",,,"   36",",,7",,,"  244",",,7,","  225",",,7",,,"   98",",,7","  261",",,7","  261",",,7","  317",",,7","  283",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-22","40.1101","-87.9567","205.7","OGDEN, IL US","   97",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  200",",,7","   27",",,7",,,"   28",",,7",,,"  200",",,7,","  247",",,7",,,"  201",",,7","  244",",,7","  261",",,7","  311",",,7","  278",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00116344","2019-07-23","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  133",",,7","   18",",,7",,,"   41",",,7",,,"  133",",,7,","  360",",,7",,,"  107",",,7","  211",",,7","  233",",,7","  261",",,7","  261",",,7",,,,,,,,,,,,
"USC00116344","2019-07-24","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  133",",,7","   13",",,7",,,"   41",",,7",,,"  156",",,7,","  337",",,7",,,"  112",",,7","  206",",,7","  222",",,7","  256",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-07-25","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  139",",,7","   18",",,7",,,"   36",",,7",,,"  139",",,7,","  360",",,7",,,"   76",",,7","  206",",,7","  222",",,7","  261",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-07-26","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  139",",,7","    0",",,7",,,"   41",",,7",,,"  167",",,7,","  157",",,7",,,"   40",",,7","  206",",,7","  217",",,7","  267",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-07-27","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  167",",,7","    0",",,7",,,"   51",",,7",,,"  189",",,7,","  180",",,7",,,"   67",",,7","  217",",,7","  222",",,7","  272",",,7","  233",",,7",,,,,,,,,,,,
"USC00116344","2019-07-28","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  183",",,7","    9",",,7",,,"   43",",,7",,,"  194",",,7,","  225",",,7",,,"   80",",,7","  217",",,7","  228",",,7","  272",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-29","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  306",",,7","  194",",,7","   27",",,7",,,"   36",",,7",,,"  217",",,7,","  202",",,7",,,"   72",",,7","  228",",,7","  233",",,7","  278",",,7","  250",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-30","40.1101","-87.9567","205.7","OGDEN, IL US","   30",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  194",",,7","    0",",,7",,,"   15",",,7",,,"  194",",,7,","  225",",,7",,,"   58",",,7","  228",",,7","  233",",,7","  261",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-07-31","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  156",",,7","   36",",,7",,,"   38",",,7",,,"  156",",,7,","  315",",,7",,,"   80",",,7","  217",",,7","  233",",,7","  272",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-01","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","  139",",,7","    9",",,7",,,"   41",",,7",,,"  139",",,7,","  360",",,7",,,"   89",",,7","  211",",,7","  222",",,7","  267",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-08-02","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  133",",,7","   18",",,7",,,"   33",",,7",,,"  172",",,7,","   45",",,7",,,"   58",",,7","  200",",,7","  217",",,7","  267",",,7","  233",",,7",,,,,,,,,,,,
"USC00116344","2019-08-03","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  167",",,7","   13",",,7",,,"   43",",,7",,,"  172",",,7,","   45",",,7",,,"   72",",,7","  211",",,7","  217",",,7","  278",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-08-04","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  161",",,7","    0",",,7",,,"   46",",,7",,,"  161",",,7,","   67",",,7",,,"   54",",,7","  211",",,7","  222",",,7","  283",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-08-05","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  306",",,7","  156",",,7","    0",",,7",,,"   41",",,7",,,"  194",",,7,","  360",",,7",,,"   45",",,7","  211",",,7","  222",",,7","  283",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-06","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  194",",,7","    0",",,7",,,"   36",",,7",,,"  228",",,7,","  247",",,7",,,"   72",",,7","  228",",,7","  228",",,7","  283",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-07","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  183",",,7","    0",",,7",,,"   30",",,7",,,"  183",",,7,","  270",",,7",,,"  112",",,7","  228",",,7","  233",",,7","  289",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-08","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  172",",,7","   31",",,7",,,"   36",",,7",,,"  189",",,7,","  270",",,7",,,"   58",",,7","  222",",,7","  228",",,7","  289",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-09","40.1101","-87.9567","205.7","OGDEN, IL US","   28",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  172",",,7","   18",",,7",,,"   28",",,7",,,"  172",",,7,","  270",",,7",,,"  103",",,7","  228",",,7","  228",",,7","  289",",,7","  250",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-10","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  156",",,7","    0",",,7",,,"   30",",,7",,,"  161",",,7,","  337",",,7",,,"   85",",,7","  217",",,7","  228",",,7","  283",",,7","  244",",,7",,,,,,,,,,,,
"USC00116344","2019-08-11","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  161",",,7","    0",",,7",,,"   43",",,7",,,"  167",",,7,","  157",",,7",,,"   31",",,7","  211",",,7","  222",",,7","  283",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-08-12","40.1101","-87.9567","205.7","OGDEN, IL US","   30",",,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  167",",,7","    0",",,7",,,"   18",",,7",,,"  217",",,7,","  247",",,7",,,"   63",",,7","  217",",,7","  222",",,7","  244",",,7","  233",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-13","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  217",",,7","   18",",,7",,,"   23",",,7",,,"  222",",,7,","  202",",,7",,,"   49",",,7","  222",",,7","  228",",,7","  261",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-08-14","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  194",",,7","   18",",,7",,,"   25",",,7",,,"  194",",,7,","  315",",,7",,,"  103",",,7","  228",",,7","  233",",,7","  272",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-15","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  167",",,7","   13",",,7",,,"   25",",,7",,,"  167",",,7,","  270",",,7",,,"   94",",,7","  222",",,7","  228",",,7","  289",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-16","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  161",",,7","   13",",,7",,,"   30",",,7",,,"  172",",,7,","  315",",,7",,,"   85",",,7","  217",",,7","  222",",,7","  283",",,7","  239",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-17","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  167",",,7","    0",",,7",,,"   28",",,7",,,"  211",",,7,","  202",",,7",,,"  107",",,7","  217",",,7","  222",",,7","  272",",,7","  239",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-18","40.1101","-87.9567","205.7","OGDEN, IL US","   28",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","  200",",,7","   18",",,7",,,"    8",",,7",,,"  211",",,7,","  157",",,7",,,"   63",",,7","  222",",,7","  228",",,7","  261",",,7","  239",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-19","40.1101","-87.9567","205.7","OGDEN, IL US","  142",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  200",",,7","    0",",,7",,,"   18",",,7",,,"  200",",,7,","  270",",,7",,,"  197",",,7","  222",",,7","  228",",,7","  272",",,7","  244",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00116344","2019-08-20","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  306",",,7","  200",",,7","   13",",,7",,,"   33",",,7",,,"  211",",,7,","  180",",,7",,,"   31",",,7","  222",",,7","  233",",,7","  294",",,7","  256",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-21","40.1101","-87.9567","205.7","OGDEN, IL US","   79",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","  194",",,7","    0",",,7",,,"   18",",,7",,,"  200",",,7,","  292",",,7",,,"  219",",,7","  222",",,7","  233",",,7","  250",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-22","40.1101","-87.9567","205.7","OGDEN, IL US","   38",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  200",",,7","   13",",,7",,,"   15",",,7",,,"  211",",,7,","  270",",,7",,,"  112",",,7","  222",",,7","  233",",,7","  261",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-23","40.1101","-87.9567","205.7","OGDEN, IL US","   13",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","  161",",,7","   36",",,7",,,"   15",",,7",,,"  161",",,7,","   45",",,7",,,"   80",",,7","  211",",,7","  233",",,7","  267",",,7","  250",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-24","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  133",",,7","   18",",,7",,,"   20",",,7",,,"  133",",,7,","   67",",,7",,,"   85",",,7","  194",",,7","  222",",,7","  250",",,7","  239",",,7",,,,,,,,,,,,
"USC00116344","2019-08-25","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  239",",,7","  128",",,7","   31",",,7",,,"   33",",,7",,,"  144",",,7,","   90",",,7",,,"   94",",,7","  189",",,7","  217",",,7","  244",",,7","  233",",,7",,,,,,,,,,,,
"USC00116344","2019-08-26","40.1101","-87.9567","205.7","OGDEN, IL US","    8",",,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  144",",,7","   22",",,7",,,"   20",",,7",,,"  211",",,7,","  135",",,7",,,"   80",",,7","  189",",,7","  211",",,7","  239",",,7","  233",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-27","40.1101","-87.9567","205.7","OGDEN, IL US","   86",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","  206",",,7","   18",",,7",,,"   13",",,7",,,"  206",",,7,","  180",",,7",,,"  103",",,7","  217",",,7","  222",",,7","  239",",,7","  233",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-08-28","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  150",",,7","   13",",,7",,,"   30",",,7",,,"  150",",,7,","  270",",,7",,,"   98",",,7","  206",",,7","  222",",,7","  256",",,7","  239",",,7","    1",",,7",,,,,,,,,,
