"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023048","2018-07-15","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  372",",,W","  189",",,W","   41",",,W",,,,," 1752",",,W",,,,,,,,,"  130",",,W","  130",",,W","  148",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-16","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  344",",,W","  200",",,W","   38",",,W",,,,," 1522",",,W",,,,,,,,,"  180",",,W","  180",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-17","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  367",",,W","  194",",,W","   27",",,W",,,,," 1137",",,W",,,,,,,,,"  170",",,W","  170",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-18","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  389",",,W","  194",",,W","   29",",,W",,,,," 2352",",,W",,,,,,,,,"  170",",,W","  170",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-19","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  417",",,W","  206",",,W","   34",",,W",,,,," 1832",",,W",,,,,,,,,"   60",",,W","   60",",,W","   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-20","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  422",",,W","  244",",,W","   57",",,W",,,,," 0858",",,W",,,,,,,,,"  210",",,W","  210",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-21","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  400",",,W","  200",",,W","   41",",,W",,,,," 1241",",,W",,,,,,,,,"  180",",,W","  200",",,W","   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-22","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  411",",,W","  233",",,W","   47",",,W",,,,," 2314",",,W",,,,,,,,,"   50",",,W","   40",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-23","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  356",",,W","  211",",,W","   51",",,W",,,,," 1123",",,W",,,,,,,,,"   70",",,W","   70",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-24","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    5",",,W,",,,,,"  344",",,W","  206",",,W","   33",",,W",,,,," 0044",",,W",,,,,,,,,"  290",",,W","  290",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-25","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  378",",,W","  194",",,W","   34",",,W",,,,," 1312",",,W",,,,,,,,,"  210",",,W","  200",",,W","   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-26","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   25",",,W,",,,,,"  317",",,W","  194",",,W","   34",",,W",,,,," 0131",",,W",,,,,,,,,"   50",",,W","   60",",,W","  157",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-27","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  328",",,W","  194",",,W","   37",",,W",,,,," 0618",",,W",,,,,,,,,"  210",",,W","   50",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-28","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  378",",,W","  172",",,W","   38",",,W",,,,," 0946",",,W",,,,,,,,,"  230",",,W","  240",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-29","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   58",",,W,",,,,,"  367",",,W","  189",",,W","   34",",,W",,,,," 2210",",,W",,,,,,,,,"   30",",,W","   40",",,W","  179",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-30","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  300",",,W","  189",",,W","   46",",,W",,,,," 0145",",,W",,,,,,,,,"   40",",,W","   30",",,W","  139",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-07-31","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  317",",,W","  161",",,W","   30",",,W",,,,," 1417",",,W",,,,,,,,,"  180",",,W","  200",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-01","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","  183",",,W,",,,,,"  372",",,W","  178",",,W","   49",",,W",,,,," 1743",",,W",,,,,,,,,"  240",",,W","  230",",,W","  143",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-02","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  344",",,W","  183",",,W","   29",",,W",,,,," 0011",",,W",,,,,,,,,"  140",",,W","  140",",,W","  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-03","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  367",",,W","  200",",,W","   50",",,W",,,,," 1702",",,W",,,,,,,,,"  260",",,W","  260",",,W","  161",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-04","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  367",",,W","  183",",,W","   29",",,W",,,,," 2346",",,W",,,,,,,,,"  200",",,W","  190",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-05","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  367",",,W","  206",",,W","   68",",,W",,,,," 1210",",,W",,,,,,,,,"  160",",,W","  170",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-06","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  361",",,W","  211",",,W","   67",",,W",,,,," 0016",",,W",,,,,,,,,"  230",",,W","  200",",,W","  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-07","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   15",",,W,",,,,,"  361",",,W","  183",",,W","   49",",,W",,,,," 2232",",,W",,,,,,,,,"   50",",,W","   60",",,W","  206",",,W","  246",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-08","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  322",",,W","  172",",,W","   51",",,W",,,,," 2010",",,W",,,,,,,,,"  220",",,W","  230",",,W","   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-09","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","  216",",,W,",,,,,"  333",",,W","  172",",,W","   29",",,W",,,,," 2314",",,W",,,,,,,,,"  360",",,W","  360",",,W","  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-10","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    5",",,W,",,,,,"  311",",,W","  183",",,W",,,,,,," 1626",",,W",,,,,,,,,"   50",",,W","   50",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-11","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  300",",,W","  161",",,W","   29",",,W",,,,," 1426",",,W",,,,,,,,,"  150",",,W","  140",",,W","  161",",,W","  219",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-12","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  311",",,W","  144",",,W","   31",",,W",,,,," 2001",",,W",,,,,,,,,"  170",",,W","  170",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-13","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  333",",,W","  161",",,W","   49",",,W",,,,," 1422",",,W",,,,,,,,,"  170",",,W","  200",",,W","  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-14","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  350",",,W","  172",",,W","   35",",,W",,,,," 2023",",,W",,,,,,,,,"   90",",,W","   90",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-15","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   91",",,W,",,,,,"  356",",,W","  189",",,W","   48",",,W",,,,," 1934",",,W",,,,,,,,,"  310",",,W","  310",",,W","  215",",,W","  255",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-16","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   13",",,W,",,,,,"  356",",,W","  189",",,W","   43",",,W",,,,," 1722",",,W",,,,,,,,,"  290",",,W","  280",",,W","  161",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-17","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   30",",,W,",,,,,"  339",",,W","  172",",,W","   28",",,W",,,,," 1936",",,W",,,,,,,,,"   30",",,W","   30",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-18","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","  102",",,W,",,,,,"  317",",,W","  178",",,W","   41",",,W",,,,," 1807",",,W",,,,,,,,,"  340",",,W","  360",",,W","  148",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-19","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  300",",,W","  172",",,W","   29",",,W",,,,," 1854",",,W",,,,,,,,,"   60",",,W","   60",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-20","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  283",",,W","  161",",,W","   22",",,W",,,,," 1558",",,W",,,,,,,,,"  160",",,W","  170",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-21","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   10",",,W,",,,,,"  344",",,W","  167",",,W","   44",",,W",,,,," 1208",",,W",,,,,,,,,"   70",",,W","  200",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-22","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    3",",,W,",,,,,"  339",",,W","  172",",,W","   34",",,W",,,,," 0017",",,W",,,,,,,,,"   90",",,W","  100",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-23","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  356",",,W","  183",",,W","   48",",,W",,,,," 1304",",,W",,,,,,,,,"  250",",,W","  260",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-24","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  344",",,W","  200",",,W","   32",",,W",,,,," 1443",",,W",,,,,,,,,"  180",",,W","  180",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-25","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   10",",,W,",,,,,"  367",",,W","  172",",,W","   35",",,W",,,,," 1507",",,W",,,,,,,,,"  250",",,W","  260",",,W","  161",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-26","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  372",",,W","  194",",,W","   71",",,W",,,,," 1344",",,W",,,,,,,,,"  240",",,W","  250",",,W","  116",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-27","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  378",",,W","  194",",,W","   55",",,W",,,,," 1329",",,W",,,,,,,,,"  250",",,W","  240",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-28","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  383",",,W","  167",",,W","   44",",,W",,,,," 1457",",,W",,,,,,,,,"   80",",,W","  230",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-29","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  328",",,W","  183",",,W","   46",",,W",,,,," 0117",",,W",,,,,,,,,"   40",",,W","   30",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-30","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  383",",,W","  217",",,W","   54",",,W",,,,," 1204",",,W",,,,,,,,,"  190",",,W","  210",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-08-31","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  378",",,W","  233",",,W","   52",",,W",,,,," 0835",",,W",,,,,,,,,"  220",",,W","  210",",,W","  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-01","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    3",",,W,",,,,,"  311",",,W","  167",",,W","   41",",,W",,,,," 1314",",,W",,,,,,,,,"  280",",,W","  270",",,W","  161",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-02","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  333",",,W","  167",",,W","   44",",,W",,,,," 1754",",,W",,,,,,,,,"  220",",,W","  220",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-03","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","   13",",,W,",,,,,"  311",",,W","  172",",,W","   34",",,W",,,,," 1735",",,W",,,,,,,,,"  240",",,W","  240",",,W","  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-04","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","  188",",,W,",,,,,"  317",",,W","  150",",,W","   30",",,W",,,,," 1712",",,W",,,,,,,,,"   60",",,W","   60",",,W","  125",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-05","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0","T,,W,",,,,,"  278",",,W","  161",",,W","   43",",,W",,,,," 1534",",,W",,,,,,,,,"   70",",,W","   90",",,W","   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-06","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    3",",,W,",,,,,"  267",",,W","  172",",,W","   32",",,W",,,,," 0907",",,W",,,,,,,,,"   50",",,W","   40",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-07","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    8",",,W,",,,,,"  267",",,W","  167",",,W","   33",",,W",,,,," 1725",",,W",,,,,,,,,"   10",",,W","   20",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-08","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  283",",,W","  150",",,W","   19",",,W",,,,," 1106",",,W",,,,,,,,,"  150",",,W","   10",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-09","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  306",",,W","  139",",,W","   30",",,W",,,,," 2239",",,W",,,,,,,,,"   50",",,W","   60",",,W","   94",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-10","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  317",",,W","  133",",,W","   32",",,W",,,,," 1322",",,W",,,,,,,,,"  160",",,W","  160",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-11","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  328",",,W","  161",",,W","   49",",,W",,,,," 1531",",,W",,,,,,,,,"  220",",,W","  200",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-12","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  350",",,W","  156",",,W","   58",",,W",,,,," 2311",",,W",,,,,,,,,"  200",",,W","  200",",,W","  107",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-13","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  367",",,W","  178",",,W","   63",",,W",,,,," 0806",",,W",,,,,,,,,"  240",",,W","  230",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-14","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  350",",,W","  194",",,W","   60",",,W",,,,," 1252",",,W",,,,,,,,,"  210",",,W","  210",",,W","  107",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-15","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  322",",,W","  156",",,W","   41",",,W",,,,," 1038",",,W",,,,,,,,,"  180",",,W","  180",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-16","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  328",",,W","  172",",,W","   48",",,W",,,,," 0236",",,W",,,,,,,,,"  230",",,W","  240",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-17","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  344",",,W","  156",",,W","   54",",,W",,,,," 0837",",,W",,,,,,,,,"  220",",,W","  210",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-18","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  339",",,W","  178",",,W","   52",",,W",,,,," 1407",",,W",,,,,,,,,"  210",",,W","  240",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-19","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","    0",",,W,",,,,,"  356",",,W","  189",",,W","   65",",,W",,,,," 1635",",,W",,,,,,,,,"  190",",,W","  190",",,W","  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023048","2018-09-20","35.18222","-103.60306","1239.0","TUCUMCARI MUNICIPAL AIRPORT, NM US","  244",",,W,",,,,,"  300",",,W","  172",",,W","   37",",,W",,,,," 1326",",,W",,,,,,,,,"  310",",,W","  310",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
