"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00024153","2019-05-31","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  250",",,W","  106",",,W",,,,,"   23",",,W",,,,,,,,,"  172","H,,S",,,,,"  170",",,W","  180",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-01","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","   78",",,W",,,,,"   18",",,W",,,,,,,,,"  175","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-02","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   20",",,W,2400","    0",",,W","    0",",,W","  283",",,W","   89",",,W",,,,,"   15",",,W",,,,,,,,,"  183","H,,S",,,,,"  190",",,W","  180",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-03","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","   94",",,W",,,,,"   33",",,W",,,,,,,,,"  202","H,,S",,,,,"  320",",,W","  280",",,W",,,,,,,,,"   89",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-04","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","   72",",,W",,,,,"   27",",,W",,,,,,,,,"  181","H,,S",,,,,"  260",",,W","  250",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-05","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","   56",",,W",,,,,"   23",",,W",,,,,,,,,"  167","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-06","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   38",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   67",",,W",,,,,"   51",",,W",,,,,,,,,"  163","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"  134",",,W","  174",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-07","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    3",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   61",",,W",,,,,"   35",",,W",,,,,,,,,"   93","H,,S",,,,,"  280",",,W","  330",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-08","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   28",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   50",",,W",,,,,"   21",",,W",,,,,,,,,"   84","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-09","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  217",",,W","   50",",,W",,,,,"    9",",,W",,,,,,,,,"  109","H,,S",,,,,"  310",",,W","  270",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-10","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","   89",",,W",,,,,"   29",",,W",,,,,,,,,"  157","H,,S",,,,,"  280",",,W","  300",",,W",,,,,,,,,"   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-11","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  100",",,W",,,,,"   32",",,W",,,,,,,,,"  192","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-12","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","   89",",,W",,,,,"   19",",,W",,,,,,,,,"  192","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-13","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  117",",,W",,,,,"   20",",,W",,,,,,,,,"  212","H,,S",,,,,"  320",",,W","  340",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-14","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  111",",,W",,,,,"   34",",,W",,,,,,,,,"  209","H,,S",,,,,"  290",",,W","  270",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-15","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  100",",,W",,,,,"   25",",,W",,,,,,,,,"  193","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-16","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  139",",,W",,,,,"   29",",,W",,,,,,,,,"  206","H,,S",,,,,"  310",",,W","   30",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-17","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  267",",,W","   94",",,W",,,,,"   28",",,W",,,,,,,,,"  186","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-18","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  106",",,W",,,,,"   28",",,W",,,,,,,,,"  179","H,,S",,,,,"  280",",,W","  300",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-19","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  217",",,W","   78",",,W",,,,,"   47",",,W",,,,,,,,,"  179","H,,S",,,,,"  250",",,W","  270",",,W",,,,,,,,,"  125",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-20","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    3",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   50",",,W",,,,,"   36",",,W",,,,,,,,,"  108","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-21","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   15",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   67",",,W",,,,,"   22",",,W",,,,,,,,,"  107","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-22","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   94",",,W",,,,,"   13",",,W",,,,,,,,,"  124","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,,,"   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-23","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  217",",,W","   72",",,W",,,,,"   22",",,W",,,,,,,,,"  132","H,,S",,,,,"  290",",,W","  280",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-24","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  228",",,W","   78",",,W",,,,,"   28",",,W",,,,,,,,,"  152","H,,S",,,,,"  330",",,W","  310",",,W",,,,,,,,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-25","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   13",",,W,2400","    0",",,W","    0",",,W","  233",",,W","   28",",,W",,,,,"   18",",,W",,,,,,,,,"  138","H,,S",,,,,"  310",",,W","  250",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-26","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   25",",,W,2400","    0",",,W","    0",",,W","  261",",,W","   78",",,W",,,,,"   26",",,W",,,,,,,,,"  156","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-27","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   23",",,W,2400","    0",",,W","    0",",,W","  244",",,W","   94",",,W",,,,,"   28",",,W",,,,,,,,,"  149","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"  103",",,W","  121",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-28","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  200",",,W","   83",",,W",,,,,"   18",",,W",,,,,,,,,"  149","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-29","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","   67",",,W",,,,,"   21",",,W",,,,,,,,,"  156","H,,S",,,,,"   20",",,W","  350",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-06-30","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","   67",",,W",,,,,"   32",",,W",,,,,,,,,"  183","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-01","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    5",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  117",",,W",,,,,"   28",",,W",,,,,,,,,"  206","H,,S",,,,,"  280",",,W","  310",",,W",,,,,,,,,"  103",",,W","  139",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-02","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   74",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  106",",,W",,,,,"   30",",,W",,,,,,,,,"  197","H,,S",,,,,"  110",",,W","  120",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-03","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   48",",,W,2400","    0",",,W","    0",",,W","  217",",,W","  100",",,W",,,,,"   26",",,W",,,,,,,,,"  157","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-04","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  267",",,W","   67",",,W",,,,,"   22",",,W",,,,,,,,,"  157","H,,S",,,,,"   10",",,W","  300",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-05","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","   94",",,W",,,,,"   17",",,W",,,,,,,,,"  192","H,,S",,,,,"  130",",,W","  130",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-06","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   28",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  133",",,W",,,,,"   25",",,W",,,,,,,,,"  221","H,,S",,,,,"  100",",,W","  100",",,W",,,,,,,,,"  112",",,W","  139",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-07","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  272",",,W","  106",",,W",,,,,"   22",",,W",,,,,,,,,"  172","H,,S",,,,,"  270",",,W","  250",",,W",,,,,,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-08","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   53",",,W,2400","    0",",,W","    0",",,W","  267",",,W","   78",",,W",,,,,"   22",",,W",,,,,,,,,"  178","H,,S",,,,,"  100",",,W","  100",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-09","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  272",",,W","  106",",,W",,,,,"   13",",,W",,,,,,,,,"  158","H,,S",,,,,"  150",",,W","  170",",,W",,,,,,,,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-10","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  300",",,W","  128",",,W",,,,,"   21",",,W",,,,,,,,,"  199","H,,S",,,,,"  340",",,W","  340",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-11","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  139",",,W",,,,,"   28",",,W",,,,,,,,,"  222","H,,S",,,,,"   10",",,W","   20",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-12","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  144",",,W",,,,,"   16",",,W",,,,,,,,,"  225","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-13","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    3",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  128",",,W",,,,,"   24",",,W",,,,,,,,,"  233","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"   94",",,W","  125",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-14","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","   25",",,W,2400","    0","T,,W","    0",",,W","  317",",,W","  161",",,W",,,,,"   33",",,W",,,,,,,,,"  232","H,,S",,,,,"  270",",,W","  280",",,W",,,,,,,,,"  112",",,W","  143",",,W",,,,,,,,,"    1",",,W",,,"    1",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-15","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  106",",,W",,,,,"   23",",,W",,,,,,,,,"  207","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"  134",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-16","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  267",",,W","  139",",,W",,,,,"   34",",,W",,,,,,,,,"  195","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-17","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","   89",",,W",,,,,"   22",",,W",,,,,,,,,"  177","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-18","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    3",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  106",",,W",,,,,"   37",",,W",,,,,,,,,"  188","H,,S",,,,,"  260",",,W","  330",",,W",,,,,,,,,"  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-19","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W","    0",",,W","  228",",,W","   50",",,W",,,,,"   34",",,W",,,,,,,,,"  155","H,,S",,,,,"  250",",,W","  260",",,W",,,,,,,,,"  103",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-20","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","   39",",,W",,,,,"   31",",,W",,,,,,,,,"  150","H,,S",,,,,"   10",",,W","   40",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-21","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","   67",",,W",,,,,"   22",",,W",,,,,,,,,"  183","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-22","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    8",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  106",",,W",,,,,"   25",",,W",,,,,,,,,"  203","H,,S",,,,,"   70",",,W","  230",",,W",,,,,,,,,"  107",",,W","  139",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-23","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  133",",,W",,,,,"   25",",,W",,,,,,,,,"  228","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,,,"   94",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-24","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  111",",,W",,,,,"   46",",,W",,,,,,,,,"  239","H,,S",,,,,"  290",",,W","  300",",,W",,,,,,,,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-25","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","   67",",,W",,,,,"   17",",,W",,,,,,,,,"  178","H,,S",,,,,"  310",",,W","  280",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-26","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","   83",",,W",,,,,"   14",",,W",,,,,,,,,"  204","H,,S",,,,,"  160",",,W","  200",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-27","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  111",",,W",,,,,"   38",",,W",,,,,,,,,"  232","H,,S",,,,,"  280",",,W","  290",",,W",,,,,,,,,"  139",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-28","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  106",",,W",,,,,"   17",",,W",,,,,,,,,"  214","H,,S",,,,,"   20",",,W","  350",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-29","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","   83",",,W",,,,,"   13",",,W",,,,,,,,,"  205","H,,S",,,,,"   40",",,W","   50",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024153","2019-07-30","46.9208","-114.0925","972.9","MISSOULA INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  111",",,W",,,,,"   30",",,W",,,,,,,,,"  222","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"  139",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
