"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00401561","2017-03-14","36.5409","-85.4596","164.6","CELINA, TN US","   38",",,7,0700","    0",",,7","    0",",,7","  106",",,7","  -39",",,7",,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-15","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   39",",,7","  -72",",,7",,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-16","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   39",",,7","  -89",",,7",,,,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-17","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  100",",,7","  -83",",,7",,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-20","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","  -22",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-21","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","   33",",,7",,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-22","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   61",",,7",,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-23","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   -6",",,7",,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-24","36.5409","-85.4596","164.6","CELINA, TN US","  165",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   -6",",,7",,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-27","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,"  100",",,7","    3",",,7","  142",",,7",,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-28","36.5409","-85.4596","164.6","CELINA, TN US","  152",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  106",",,7",,,,,,,"  139",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00401561","2017-03-30","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   94",",,7",,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-03-31","36.5409","-85.4596","164.6","CELINA, TN US","   74",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  117",",,7",,,,,,,"  122",",,7,0700",,,"    1",",,7",,,,,,,"    1",",,7",,,,,,
"USC00401561","2017-04-04","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  272",",,7","   22",",,7","    4",",,7","   79",",,7",,,"  122",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00401561","2017-04-05","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   83",",,7",,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-04-06","36.5409","-85.4596","164.6","CELINA, TN US","   23",",,7,0700","    0",",,7","    0",",,7","  283",",,7","   61",",,7",,,,,,,"   61",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00401561","2017-04-07","36.5409","-85.4596","164.6","CELINA, TN US","   43",",,7,0700","    0",",,7","    0",",,7","  122",",,7","   22",",,7",,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-04-17","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  317",",,7","  106",",,7","    3",",,7","   99",",,7",,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-04-18","36.5409","-85.4596","164.6","CELINA, TN US","   97",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  156",",,7",,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-04-19","36.5409","-85.4596","164.6","CELINA, TN US","   20",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  150",",,7",,,,,,,"  178",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-04-20","36.5409","-85.4596","164.6","CELINA, TN US","    0","T,,7,0700","    0",",,7","    0",",,7","  289",",,7","  144",",,7",,,,,,,"  156",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-04-21","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  156",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-04-24","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  261",",,7","  106",",,7","    3",",,7","  930",",,7",,,"  128",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-04-25","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  117",",,7",,,,,,,"  117",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-04-26","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   94",",,7",,,,,,,"   94",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-01","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  328",",,7","   94",",,7","    3",",,7","  277",",,7",,,"  156",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00401561","2017-05-02","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   89",",,7",,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-03","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   78",",,7",,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-04","36.5409","-85.4596","164.6","CELINA, TN US","    0","T,,7,0700","    0",",,7","    0",",,7","  250",",,7","   89",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-05","36.5409","-85.4596","164.6","CELINA, TN US","  236",",,7,0700","    0",",,7","    0",",,7","  200",",,7","  117",",,7",,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-08","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  206",",,7","   28",",,7","    3",",,7","  102",",,7",,,"   78",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-09","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   78",",,7",,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-10","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  117",",,7",,,,,,,"  128",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-11","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  128",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-12","36.5409","-85.4596","164.6","CELINA, TN US","  224",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  172",",,7",,,,,,,"  172",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-15","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  283",",,7","   94",",,7","    3",",,7","    0",",,7",,,"  133",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-16","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  133",",,7",,,,,,,"  156",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-17","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  144",",,7",,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-18","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  167",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-19","36.5409","-85.4596","164.6","CELINA, TN US","   76",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  189",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-22","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  328",",,7","  144",",,7","    3",",,7","  211",",,7",,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-23","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  144",",,7",,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-05-24","36.5409","-85.4596","164.6","CELINA, TN US","   56",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  150",",,7",,,,,,,"  156",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-25","36.5409","-85.4596","164.6","CELINA, TN US","  137",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  100",",,7",,,,,,,"  133",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-26","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   89",",,7",,,,,,,"  111",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-05-30","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  289",",,7","  111",",,7","    4",",,7","  259",",,7",,,"  178",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-01","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  289",",,7","  133",",,7","    2",",,7","    0",",,7",,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-02","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  156",",,7",,,,,,,"  178",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-03","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-04","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-05","36.5409","-85.4596","164.6","CELINA, TN US","  648",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  133",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-06","36.5409","-85.4596","164.6","CELINA, TN US","  140",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  189",",,7",,,,,,,"  194",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-07","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  111",",,7",,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-08","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  100",",,7",,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-09","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  106",",,7",,,,,,,"  122",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-10","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-11","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-12","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  122",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-13","36.5409","-85.4596","164.6","CELINA, TN US","    0","T,,7,0700","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-14","36.5409","-85.4596","164.6","CELINA, TN US","  447",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  194",",,7",,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-15","36.5409","-85.4596","164.6","CELINA, TN US","   25",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,,,"  222",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-16","36.5409","-85.4596","164.6","CELINA, TN US","  345",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  200",",,7",,,,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-17","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-18","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-19","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  322",",,7","  189",",,7","    3",",,7","  193",",,7",,,"  217",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-20","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  150",",,7",,,,,,,"  167",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-21","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-22","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  189",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-23","36.5409","-85.4596","164.6","CELINA, TN US","  188",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  211",",,7",,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-24","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-25","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-26","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  289",",,7","  128",",,7","    3",",,7","  180",",,7",,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-27","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-28","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  122",",,7",,,,,,,"  133",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-06-29","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  133",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-06-30","36.5409","-85.4596","164.6","CELINA, TN US","   15",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  194",",,7",,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-01","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-02","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-03","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  311",",,7","  178",",,7","    3",",,7","  798",",,7",,,"  217",",,7,0700","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00401561","2017-07-04","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-05","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  306",",,7","  206",",,7","    2",",,7","  208",",,7",,,"  222",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-06","36.5409","-85.4596","164.6","CELINA, TN US","  157",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  211",",,7",,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-07","36.5409","-85.4596","164.6","CELINA, TN US","  170",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,"  222",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-08","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-09","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-10","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-11","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-12","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-13","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-14","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-15","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-16","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-17","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-18","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-19","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-20","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  333",",,7","  178",",,7","   13",",,7","  279",",,7",,,"  222",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-21","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  222",",,7",,,,,,,"  233",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-22","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-23","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-24","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  356",",,7","  194",",,7","    3",",,7","    3",",,7",,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-25","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  206",",,7",,,,,,,"  222",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-26","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,,,"  217",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-07-27","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-28","36.5409","-85.4596","164.6","CELINA, TN US","   13",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  228",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-29","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-30","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-07-31","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  339",",,7","  133",",,7","    3",",,7","    0",",,7",,,"  150",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-01","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  150",",,7",,,,,,,"  161",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-02","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,,,"  200",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-03","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  172",",,7",,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-04","36.5409","-85.4596","164.6","CELINA, TN US","   15",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  183",",,7",,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-05","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-06","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
