"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00412114","2019-06-20","31.3072","-95.4509","105.8","CROCKETT, TX US","    5",",,7,0700",,,,,"  339",",,7","  211",",,7","   18",",,7",,,,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00412114","2019-06-21","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  211",",,7","   36",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-22","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  239",",,7","   40",",,7",,,,,,,,,"  278",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-23","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  239",",,7","   40",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-24","31.3072","-95.4509","105.8","CROCKETT, TX US","  559",",,7,0700",,,,,"  361",",,7","  194",",,7","   58",",,7",,,,,,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00412114","2019-06-25","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  283",",,7","  194",",,7","   49",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-26","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  322",",,7","  211",",,7","    9",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-27","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  322",",,7","  217",",,7","    0",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-28","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  300",",,7","  167",",,7","    0",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-29","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  311",",,7","  211",",,7","   27",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-06-30","31.3072","-95.4509","105.8","CROCKETT, TX US","  208",",,7,0700",,,,,"  300",",,7","  200",",,7","    4",",,7",,,,,,,,,"  206",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00412114","2019-07-01","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  306",",,7","  206",",,7","    0",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-02","31.3072","-95.4509","105.8","CROCKETT, TX US","  119",",,7,0700",,,,,"  322",",,7","  222",",,7","   22",",,7",,,,,,,,,"  228",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00412114","2019-07-03","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  322",",,7","  228",",,7","   27",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-04","31.3072","-95.4509","105.8","CROCKETT, TX US","   30",",,7,0700",,,,,"  328",",,7","  228",",,7","   27",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-05","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  333",",,7","  233",",,7","   18",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-06","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  233",",,7","   13",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-07","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  233",",,7","   13",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-08","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  239",",,7","   36",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-09","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  239",",,7","    0",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-10","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  244",",,7","   13",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-11","31.3072","-95.4509","105.8","CROCKETT, TX US","  340",",,7,0700",,,,,"  350",",,7","  222",",,7","   22",",,7",,,,,,,,,"  228",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00412114","2019-07-12","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  333",",,7","  222",",,7","    9",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-13","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  328",",,7","  222",",,7","   27",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-14","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  339",",,7","  228",",,7","   27",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-15","31.3072","-95.4509","105.8","CROCKETT, TX US","   15",",,7,0700",,,,,"  317",",,7","  217",",,7","   22",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-16","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  311",",,7","  217",",,7","   40",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-17","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  217",",,7","    9",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-18","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  239",",,7","   45",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-19","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  233",",,7","   22",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-20","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  228",",,7","   18",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-21","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  233",",,7","   27",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-22","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  233",",,7","    4",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-23","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  194",",,7","   31",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-24","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  311",",,7","  178",",,7","    9",",,7",,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-25","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  306",",,7","  172",",,7","    4",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-26","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  311",",,7","  178",",,7","   36",",,7",,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-27","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  311",",,7","  183",",,7","    4",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-28","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  328",",,7","  200",",,7","   22",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-29","31.3072","-95.4509","105.8","CROCKETT, TX US","   30",",,7,0700",,,,,"  356",",,7","  228",",,7","   45",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-30","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  239",",,7","    9",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-07-31","31.3072","-95.4509","105.8","CROCKETT, TX US","   20",",,7,0700",,,,,"  294",",,7","  211",",,7","    4",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-01","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  339",",,7","  217",",,7","    4",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-02","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  217",",,7","   13",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-03","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  328",",,7","  228",",,7","    9",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-04","31.3072","-95.4509","105.8","CROCKETT, TX US","   33",",,7,0700",,,,,"  289",",,7","  233",",,7","   31",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-05","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  317",",,7","  233",",,7","    4",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-06","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  328",",,7","  239",",,7","    9",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-07","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  239",",,7","   27",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-08","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  250",",,7","   31",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-09","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  378",",,7","  244",",,7","    9",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-10","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  378",",,7","  239",",,7","   13",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-11","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  239",",,7","   18",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-12","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  233",",,7","    4",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-13","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  383",",,7","  250",",,7","    4",",,7",,,,,,,,,"  261",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-14","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  383",",,7","  250",",,7","    0",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-15","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  228",",,7","    4",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-16","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  222",",,7","    0",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-17","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  222",",,7","   13",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-18","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  367",",,7","  233",",,7","   22",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-19","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  394",",,7","  239",",,7","    9",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-20","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  378",",,7","  244",",,7","    4",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-21","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  378",",,7","  233",",,7","    0",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-22","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  367",",,7","  228",",,7","    4",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-23","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  239",",,7","    9",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-24","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  367",",,7","  228",",,7","    4",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-25","31.3072","-95.4509","105.8","CROCKETT, TX US","   10",",,7,0700",,,,,"  361",",,7","  233",",,7","    9",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-26","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  367",",,7","  239",",,7","  604",",X,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-27","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  378",",,7","  256",",,7","    4",",,7",,,,,,,,,"  261",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-28","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  256",",,7","    4",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-29","31.3072","-95.4509","105.8","CROCKETT, TX US","  262",",,7,0700",,,,,"  339",",,7","  239",",,7","    9",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-30","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  233",",,7","    4",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-08-31","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  217",",,7","   13",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-01","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  211",",,7","    4",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-02","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  361",",,7","  194",",,7","    0",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-03","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  200",",,7","    4",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-04","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  222",",,7","    9",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-05","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  222",",,7","    0",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-06","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  222",",,7","    9",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-07","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  383",",,7","  222",",,7","    4",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-08","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  378",",,7","  211",",,7","    9",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-09","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  383",",,7","  211",",,7","    9",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-10","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  217",",,7","   27",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-11","31.3072","-95.4509","105.8","CROCKETT, TX US","    3",",,7,0700",,,,,"  339",",,7","  222",",,7","    0",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-12","31.3072","-95.4509","105.8","CROCKETT, TX US","  122",",,7,0700",,,,,"  333",",,7","  211",",,7","    4",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-13","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  206",",,7","    4",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-14","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  194",",,7","    4",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-15","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  206",",,7","    0",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-16","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  372",",,7","  206",",,7","    0",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-17","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  217",",,7","   18",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-18","31.3072","-95.4509","105.8","CROCKETT, TX US","   53",",,7,0700",,,,,"  300",",,7","  222",",,7","   27",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-19","31.3072","-95.4509","105.8","CROCKETT, TX US","   48",",,7,0700",,,,,"  267",",,7","  233",",,7","   13",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-20","31.3072","-95.4509","105.8","CROCKETT, TX US","   51",",,7,0700",,,,,"  300",",,7","  228",",,7","   31",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-21","31.3072","-95.4509","105.8","CROCKETT, TX US","    8",",,7,0700",,,,,"  311",",,7","  222",",,7","   22",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-22","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  317",",,7","  228",",,7","   27",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-23","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  228",",,7","   18",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-24","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  333",",,7","  233",",,7","   13",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-25","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  206",",,7","    9",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-26","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  206",",,7","    0",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-27","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  339",",,7","  200",",,7","   18",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-28","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  339",",,7","  206",",,7","   22",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-29","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  228",",,7","   22",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-09-30","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  222",",,7","   27",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-01","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  228",",,7","    4",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-02","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  206",",,7","    9",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-03","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  211",",,7","    4",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-04","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  356",",,7","  200",",,7","    9",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-05","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  344",",,7","  189",",,7","    4",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-06","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  322",",,7","  189",",,7","    4",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-07","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  350",",,7","  189",",,7","   36",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-08","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  278",",,7","  128",",,7","    9",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-09","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  278",",,7","  128",",,7","    4",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-10","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  322",",,7","  133",",,7","   27",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-11","31.3072","-95.4509","105.8","CROCKETT, TX US","  236",",,7,0700",,,,,"  306",",,7","  117",",,7","   31",",,7",,,,,,,,,"  122",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00412114","2019-10-12","31.3072","-95.4509","105.8","CROCKETT, TX US","  132",",,7,0700",,,,,"  139",",,7","   78",",,7","   36",",,7",,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-13","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  183",",,7","   83",",,7","    0",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00412114","2019-10-14","31.3072","-95.4509","105.8","CROCKETT, TX US","    0",",,7,0700",,,,,"  228",",,7","  117",",,7","    9",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,
