"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00360785","2018-08-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  183",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  200",",,7",,,,,,,,,,,"  217",",,7,0700",,,,,,,,
"USC00360785","2018-08-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  183",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  211",",,7",,,,,,,,,,,"  233",",,7,0700",,,,,,,,
"USC00360785","2018-08-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US"," 1153",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  194",",,7",,,,,,,,,,,"  206",",,7,0700",,,,,,,,
"USC00360785","2018-08-05","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  183",",,7",,,,,,,,,,,"  206",",,7,0700",,,,,,,,
"USC00360785","2018-08-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-08-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  206",",,7",,,,,,,,,,,"  222",",,7,0700",,,,,,,,
"USC00360785","2018-08-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  165",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  211",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-08-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  211",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-08-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  178",",,7",,,,,,,,,,,"  194",",,7,0700",,,,,,,,
"USC00360785","2018-08-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-08-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-08-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  294",",,7","  183",",,7","    3",",,7",,,,,"  503",",,7",,,"  194",",,7,0700",,,,,,,,
"USC00360785","2018-08-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  160",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  194",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-08-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   38",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  194",",,7",,,,,,,,,,,"  206",",,7,0700",,,,,,,,
"USC00360785","2018-08-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  189",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-08-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  189",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-08-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  322",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-08-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  300",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-08-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  222",",,7","  183",",,7","    3",",,7",,,,,"  447",",,7",,,"  183",",,7,0700",,,,,,,,
"USC00360785","2018-08-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  183",",,7",,,,,,,,,,,"  200",",,7,0700",,,,,,,,
"USC00360785","2018-08-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  437",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  183",",,7",,,,,,,,,,,"  206",",,7,0700",,,,,,,,
"USC00360785","2018-08-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  161",",,7",,,,,,,,,,,"  167",",,7,0700",,,,,,,,
"USC00360785","2018-08-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  111",",,7",,,,,,,,,,,"  128",",,7,0700",,,,,,,,
"USC00360785","2018-08-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  283",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-08-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  272",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-08-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  278",",,7","  172",",,7","    3",",,7",,,,,"    0",",,7",,,"  194",",,7,0700",,,,,,,,
"USC00360785","2018-08-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  194",",,7",,,,,,,,,,,"  217",",,7,0700",,,,,,,,
"USC00360785","2018-08-29","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,,,,,,,,,"  233",",,7,0700",,,,,,,,
"USC00360785","2018-08-30","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,,,,,,,,,"  228",",,7,0700",,,,,,,,
"USC00360785","2018-08-31","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  206",",,7",,,,,,,,,,,"  206",",,7,0700",,,,,,,,
"USC00360785","2018-09-01","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  643",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","  189",",,7",,,,,,,,,,,"  194",",,7,0700",,,,,,,,
"USC00360785","2018-09-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  250",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-09-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  300",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-09-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  328",",,7","  211",",,7","    3",",,7",,,,,"    0",",,7",,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-09-05","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  206",",,7",,,,,,,,,,,"  217",",,7,0700",,,,,,,,
"USC00360785","2018-09-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  206",",,7",,,,,,,,,,,"  217",",,7,0700",,,,,,,,
"USC00360785","2018-09-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  194",",,7",,,,,,,,,,,"  200",",,7,0700",,,,,,,,
"USC00360785","2018-09-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  348",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  167",",,7",,,,,,,,,,,"  167",",,7,0700",,,,,,,,
"USC00360785","2018-09-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  211",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-09-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  144",",,7","  117",",,7","    2",",,7",,,,,"  569",",,7",,,"  117",",,7,0700",,,,,,,,
"USC00360785","2018-09-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  180",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","  111",",,7",,,,,,,,,,,"  156",",,7,0700",,,,,,,,
"USC00360785","2018-09-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   64",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","  156",",,7",,,,,,,,,,,"  194",",,7,0700",,,,,,,,
"USC00360785","2018-09-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  194",",,7",,,,,,,,,,,"  211",",,7,0700",,,,,,,,
"USC00360785","2018-09-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  194",",,7",,,,,,,,,,,"  200",",,7,0700",,,,,,,,
"USC00360785","2018-09-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  261",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-09-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  256",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-09-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  289",",,7","  167",",,7","    3",",,7",,,,,"    3",",,7",,,"  178",",,7,0700",,,,,,,,
"USC00360785","2018-09-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   81",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  178",",,7",,,,,,,,,,,"  222",",,7,0700",,,,,,,,
"USC00360785","2018-09-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   46",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  161",",,7",,,,,,,,,,,"  178",",,7,0700",,,,,,,,
"USC00360785","2018-09-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  150",",,7",,,,,,,,,,,"  167",",,7,0700",,,,,,,,
"USC00360785","2018-09-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  167",",,7",,,,,,,,,,,"  178",",,7,0700",,,,,,,,
"USC00360785","2018-09-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  233",",,7","  139",",,7",,,,,,,,,,,"  189",",,7,0700",,,,,,,,
"USC00360785","2018-09-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  189",",,7","  133",",,7",,,,,,,,,,,"  156",",,7,0700",,,,,,,,
"USC00360785","2018-09-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  167",",,7","  122",",,7","    3",",,7",,,,,"   23",",,7",,,"  144",",,7,0700",,,,,,,,
"USC00360785","2018-09-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  119",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","  139",",,7",,,,,,,,,,,"  144",",,7,0700",,,,,,,,
"USC00360785","2018-09-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  208",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  139",",,7",,,,,,,,,,,"  194",",,7,0700",,,,,,,,
"USC00360785","2018-09-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  133",",,7",,,,,,,,,,,"  139",",,7,0700",,,,,,,,
"USC00360785","2018-09-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  221",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","  133",",,7",,,,,,,,,,,"  144",",,7,0700",,,,,,,,
"USC00360785","2018-09-29","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  222",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-09-30","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  233",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-01","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  233",",,7","   83",",,7","    2",",,7",,,,,"    3",",,7",,,"  133",",,7,0700",,,,,,,,
"USC00360785","2018-10-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  133",",,7",,,,,,,,,,,"  178",",,7,0700",,,,,,,,
"USC00360785","2018-10-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  156",",,7",,,,,,,,,,,"  156",",,7,0700",,,,,,,,
"USC00360785","2018-10-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  111",",,7",,,,,,,,,,,"  117",",,7,0700",,,,,,,,
"USC00360785","2018-10-05","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  117",",,7",,,,,,,,,,,"  128",",,7,0700",,,,,,,,
"USC00360785","2018-10-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  211",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  217",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  294",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  222",",,7","  194",",,7","    4",",,7",,,,,"  117",",,7",,,"  200",",,7,0700",,,,,,,,
"USC00360785","2018-10-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  194",",,7",,,,,,,,,,,"  200",",,7,0700",,,,,,,,
"USC00360785","2018-10-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  200",",,7",,,,,,,,,,,"  228",",,7,0700",,,,,,,,
"USC00360785","2018-10-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   71",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  139",",,7",,,,,,,,,,,"  139",",,7,0700",,,,,,,,
"USC00360785","2018-10-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  211",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  144",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  156",",,7","   33",",,7","    3",",,7",,,,,"   30",",,7",,,"  117",",,7,0700",,,,,,,,
"USC00360785","2018-10-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   72",",,7",,,,,,,,,,,"   72",",,7,0700",,,,,,,,
"USC00360785","2018-10-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","   22",",,7",,,,,,,,,,,"   22",",,7,0700",,,,,,,,
"USC00360785","2018-10-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   22",",,7",,,,,,,,,,,"   44",",,7,0700",,,,,,,,
"USC00360785","2018-10-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","  -11",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00360785","2018-10-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  178",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  167",",,7","  -11",",,7","    2",",,7",,,,,"   36",",,7",,,"   17",",,7,0700",,,,,,,,
"USC00360785","2018-10-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","   11",",,7",,,,,,,,,,,"   28",",,7,0700",,,,,,,,
"USC00360785","2018-10-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   28",",,7",,,,,,,,,,,"   50",",,7,0700",,,,,,,,
"USC00360785","2018-10-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   17",",,7",,,,,,,,,,,"   22",",,7,0700",,,,,,,,
"USC00360785","2018-10-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  100",",,7","  -11",",,7",,,,,,,,,,,"    0",",,7,0700",,,,,,,,
"USC00360785","2018-10-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  167",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   83",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-10-29","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  106",",,7","    0",",,7","    3",",,7",,,,,"  277",",,7",,,"   83",",,7,0700",,,,,,,,
"USC00360785","2018-10-30","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","   33",",,7",,,,,,,,,,,"   44",",,7,0700",,,,,,,,
"USC00360785","2018-10-31","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","   11",",,7",,,,,,,,,,,"   17",",,7,0700",,,,,,,,
