"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00053860","2018-07-17","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  150",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W","   32",",,W",,,,,,,"  270","H,,S",,,"  270",",,W","  250",",,W","  103",",,W","  130",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-07-18","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   30",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  244",",,W","   32",",,W",,,,,,,"  271","H,,S",,,"  260",",,W","  250",",,W","  103",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-07-19","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   36",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  244",",,W","   25",",,W",,,,,,,"  265","H,,S",,,"  230",",,W","  220",",,W","   98",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-20","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  137",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  244",",,W","   31",",,W",,,,,,,"  259","H,,S",,,"  300",",,W","  300",",,W","  107",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-07-21","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  333",",,W","  244",",,W","   38",",,W",,,,,,,"  263","H,,S",,,"  340",",,W","  340",",,W","  157",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-22","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   71",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  211",",,W","   41",",,W",,,,,,,"  257","H,,S",,,"  220",",,W","  230",",,W","   94",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-23","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   41",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  211",",,W","   26",",,W",,,,,,,"  247","H,,S",,,"  140",",,W","  150",",,W","   67",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-24","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   20",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  217",",,W","   23",",,W",,,,,,,"  254","H,,S",,,"  280",",,W","  270",",,W","   58",",,W","   72",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-25","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    3",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  228",",,W","   24",",,W",,,,,,,"  263","H,,S",,,"  200",",,W","  200",",,W","   72",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-26","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  233",",,W","   29",",,W",,,,,,,"  272","H,,S",,,"  220",",,W","  230",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-27","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    3",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  233",",,W","   34",",,W",,,,,,,"  275","H,,S",,,"  310",",,W","  250",",,W","   94",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-07-28","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W","   28",",,W",,,,,,,"  268","H,,S",,,"  150",",,W","  150",",,W","   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-29","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  233",",,W","   22",",,W",,,,,,,"  269","H,,S",,,"  140",",,W","  150",",,W","   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-30","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  333",",,W","  228",",,W","   26",",,W",,,,,,,"  261","H,,S",,,"  250",",,W","  270",",,W","   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-07-31","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   15",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  239",",,W","   28",",,W",,,,,,,"  258","H,,S",,,"  270",",,W","  270",",,W","   98",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-01","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  124",",,W,2400",,,,,"  322",",,W","  233",",,W","   37",",,W",,,,,,,"  267","H,,S",,,"  160",",,W","  150",",,W","  103",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-02","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  147",",,W,2400",,,,,"  317",",,W","  222",",,W","   32",",,W",,,,,,,"  257","H,,S",,,"  150",",,W","  140",",,W","  103",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-03","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,H","    0",",,H","  311",",,W","  222",",,W","   26",",,W",,,,,,,"  259","H,,S",,,"  150",",,W","  150",",,W","   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-04","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  233",",,W","   24",",,W",,,,,,,"  274","H,,S",,,"  150",",,W","  110",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-05","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W","   20",",,W",,,,,,,"  273","H,,S",,,"   50",",,W","   50",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-06","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W","   19",",,W",,,,,,,"  274","H,,S",,,"  110",",,W","  110",",,W","   58",",,W","   76",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-07","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   41",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W","   21",",,W",,,,,,,"  272","H,,S",,,"  140",",,W","   80",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-08","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  239",",,W","   22",",,W",,,,,,,"  282","H,,S",,,"  160",",,W","  150",",,W","   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-09","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   13",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  244",",,W","   32",",,W",,,,,,,"  278","H,,S",,,"  240",",,W","  230",",,W","  116",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-10","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  244",",,W","   30",",,W",,,,,,,"  280","H,,S",,,"  310",",,W","  320",",,W","   67",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-11","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,H","    0",",,H","  328",",,W","  239",",,W","   23",",,W",,,,,,,"  284","H,,S",,,"  200",",,W","  170",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-12","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  282",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  233",",,W","   24",",,W",,,,,,,"  274","H,,S",,,"  250",",,W","  260",",,W","   98",",,W","  139",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-13","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  233",",,W","   26",",,W",,,,,,,"  267","H,,S",,,"  170",",,W","  170",",,W","   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-14","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  150",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  244",",,W","   30",",,W",,,,,,,"  271","H,,S",,,"  230",",,W","  230",",,W","   67",",,W","   85",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-15","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  602",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W","   16",",,W",,,,,,,"  259","H,,S",,,"  280",",,W","  260",",,W","  130",",,W","  197",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-16","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  222",",,W","   16",",,W",,,,,,,"  264","H,,S",,,"  150",",,W","  150",",,W","   63",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-17","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W","   15",",,W",,,,,,,"  268","H,,S",,,"  140",",,W","  160",",,W","   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-18","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    8",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  239",",,W","   26",",,W",,,,,,,"  277","H,,S",,,"  320",",,W","  320",",,W","   94",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-19","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W","   26",",,W",,,,,,,"  279","H,,S",,,"  170",",,W","  140",",,W","   76",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-20","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    8",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  233",",,W","   21",",,W",,,,,,,"  274","H,,S",,,"  230",",,W","  230",",,W","   94",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-21","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,H","    0",",,H","  328",",,W","  233",",,W","   21",",,W",,,,,,,"  266","H,,S",,,"  270",",,W","  280",",,W","   81",",,W","  121",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-22","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   13",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  233",",,W","   27",",,W",,,,,,,"  269","H,,S",,,"  210",",,W","  210",",,W","   76",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-23","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  239",",,W","   14",",,W",,,,,,,"  272","H,,S",,,"  100",",,W","  110",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-24","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    8",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  239",",,W","   36",",,W",,,,,,,"  273","H,,S",,,"   60",",,W","   80",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-25","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  233",",,W","   15",",,W",,,,,,,"  276","H,,S",,,"   60",",,W","   80",",,W","   63",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-26","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   41",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  233",",,W","   14",",,W",,,,,,,"  267","H,,S",,,"   70",",,W","  110",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-27","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    3",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  228",",,W","   22",",,W",,,,,,,"  269","H,,S",,,"   80",",,W","  110",",,W","   67",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-28","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,H","    0",",,H","  294",",,W","  233",",,W","   14",",,W",,,,,,,"  258","H,,S",,,"  180",",,W","  190",",,W","   58",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-29","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    8",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  222",",,W","   18",",,W",,,,,,,"  258","H,,S",,,"  110",",,W","  110",",,W","   63",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-08-30","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  222",",,W","   16",",,W",,,,,,,"  258","H,,S",,,"  110",",,W","  110",",,W","   67",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-08-31","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W","   27",",,W",,,,,,,"  270","H,,S",,,"  140",",,W","  150",",,W","   81",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-01","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    3",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  239",",,W","   28",",,W",,,,,,,"  274","H,,S",,,"  110",",,W","  110",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-02","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   15",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  233",",,W","   26",",,W",,,,,,,"  263","H,,S",,,"   50",",,W","  110",",,W","   76",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-09-03","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   36",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  244",",,W","   30",",,W",,,,,,,"  273","H,,S",,,"   90",",,W","   90",",,W","   98",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-09-04","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   23",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  244",",,W","   38",",,W",,,,,,,"  270","H,,S",,,"   90",",,W","  110",",,W","   89",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2018-09-05","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  233",",,W","   32",",,W",,,,,,,"  276","H,,S",,,"   90",",,W","  100",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-06","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   13",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  233",",,W","   27",",,W",,,,,,,"  275","H,,S",,,"   80",",,W","   80",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-07","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   43",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  222",",,W","   19",",,W",,,,,,,"  264","H,,S",,,"  110",",,W","  110",",,W","   81",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-08","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  222",",,W","   17",",,W",,,,,,,"  263","H,,S",,,"   90",",,W","   90",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-09","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  222",",,W","   17",",,W",,,,,,,"  262","H,,S",,,"  140",",,W","  150",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-10","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   36",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  217",",,W","   16",",,W",,,,,,,"  264","H,,S",,,"  140",",,W","  130",",,W","   58",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-09-11","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  217",",,W","   16",",,W",,,,,,,"  264","H,,S",,,"   90",",,W","  130",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
