"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT17","WT17_ATTRIBUTES"
"USC00231801","2019-06-22","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  445",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  194",",,7",,,"  256",",,7,2400",,,,,"  206",",,7","  211",",,7",,,"  272",",,7","  261",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-06-23","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  279",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  189",",,7",,,"  200",",,7,2400",,,,,"  211",",,7","  217",",,7",,,"  239",",,7","  239",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-06-24","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  107",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  194",",,7",,,"  194",",,7,2400",,,,,"  206",",,7","  211",",,7",,,"  267",",,7","  261",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-06-25","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  167",",,7",,,"  233",",,7,2400",,,,,"  183",",,7","  189",",,7",,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-06-26","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  222",",,7",,,"  222",",,7,2400",,,,,"  217",",,7","  217",",,7",,,"  294",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-06-27","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  200",",,7",,,"  256",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  322",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-06-28","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  233",",,7",,,"  233",",,7,2400",,,,,"  239",",,7","  239",",,7",,,"  333",",,7","  317",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-06-29","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  222",",,7",,,"  244",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  350",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-06-30","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  228",",,7",,,"  256",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  356",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-01","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  233",",,7",,,"  261",",,7,2400",,,,,"  250",",,7","  256",",,7",,,"  356",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-02","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  233",",,7",,,"  256",",,7,2400",,,,,"  256",",,7","  261",",,7",,,"  344",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-03","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  233",",,7",,,"  239",",,7,2400",,,,,"  256",",,7","  256",",,7",,,"  356",",,7","  344",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-07-04","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  211",",,7",,,"  228",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  311",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-05","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  277",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  217",",,7",,,"  222",",,7,2400",,,,,"  239",",,7","  239",",,7",,,"  283",",,7","  278",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-07-06","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  217",",,7",,,"  250",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  306",",,7","  294",",,7",,,"    1",",,7",,,,,,,,,,,,
"USC00231801","2019-07-07","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  217",",,7",,,"  233",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  311",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-08","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  211",",,7",,,"  233",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  317",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-09","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  222",",,7",,,"  278",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  333",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-10","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  239",",,7",,,"  239",",,7,2400",,,,,"  256",",,7","  261",",,7",,,"  317",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-11","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  206",",,7",,,"  222",",,7,2400",,,,,"  228",",,7","  239",",,7",,,"  317",",,7","  306",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-07-12","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  194",",,7",,,"  228",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  333",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-13","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  194",",,7",,,"  239",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  344",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-14","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  222",",,7",,,"  228",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  344",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-15","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  194",",,7",,,"  228",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  289",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-16","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  228",",,7",,,"  244",",,7,2400",,,,,"  244",",,7","  244",",,7",,,"  300",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-17","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  222",",,7",,,"  233",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  339",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-18","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  233",",,7",,,"  283",",,7,2400",,,,,"  250",",,7","  250",",,7",,,"  350",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-19","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  256",",,7",,,"  283",",,7,2400",,,,,"  261",",,7","  267",",,7",,,"  361",",,7","  350",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-20","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  217",",,7",,,"  222",",,7,2400",,,,,"  267",",,7","  272",",,7",,,"  367",",,7","  356",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-21","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  163",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  217",",,7",,,"  228",",,7,2400",,,,,"  250",",,7","  256",",,7",,,"  328",",,7","  317",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-07-22","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  201",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  200",",,7",,,"  206",",,7,2400",,,,,"  239",",,7","  250",",,7",,,"  311",",,7","  300",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-07-23","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  172",",,7",,,"  189",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-24","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  167",",,7",,,"  200",",,7,2400",,,,,"  211",",,7","  222",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-25","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  172",",,7",,,"  222",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  311",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-26","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  211",",,7",,,"  222",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  317",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-27","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  194",",,7",,,"  239",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  322",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-28","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  206",",,7",,,"  256",",,7,2400",,,,,"  239",",,7","  239",",,7",,,"  322",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-29","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  264",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  211",",,7",,,"  211",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  306",",,7","  294",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-07-30","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  189",",,7",,,"  200",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-07-31","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  189",",,7",,,"  206",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  289",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-01","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   36",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  189",",,7",,,"  189",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  294",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-02","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  167",",,7",,,"  206",",,7,2400",,,,,"  200",",,7","  206",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-03","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  194",",,7",,,"  228",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  317",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-04","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  200",",,7",,,"  222",",,7,2400",,,,,"  222",",,7","  228",",,7",,,"  339",",,7","  317",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-05","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  183",",,7",,,"  256",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  339",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-06","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  217",",,7",,,"  217",",,7,2400",,,,,"  250",",,7","  250",",,7",,,"  350",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-07","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  183",",,7",,,"  228",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  311",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-08","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  206",",,7",,,"  233",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  317",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-09","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  211",",,7",,,"  228",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  339",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-10","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  211",",,7",,,"  256",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  333",",,7","  317",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-11","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  222",",,7",,,"  250",",,7,2400",,,,,"  250",",,7","  244",",,7",,,"  283",",,7","  272",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-12","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  439",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  222",",,7",,,"  267",",,7,2400",,,,,"  244",",,7","  244",",,7",,,"  317",",,7","  306",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-13","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   30",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  228",",,7",,,"  239",",,7,2400",,,,,"  250",",,7","  256",",,7",,,"  317",",,7","  306",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-14","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  206",",,7",,,"  206",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-15","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,"  211",",,7,2400",,,,,"  211",",,7","  222",",,7",,,"  311",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-16","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   28",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  206",",,7",,,"  228",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  283",",,7","  272",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-17","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  206",",,7",,,"  256",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  283",",,7","  278",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-18","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  217",",,7",,,"  239",",,7,2400",,,,,"  239",",,7","  239",",,7",,,"  294",",,7","  283",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-19","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  228",",,7",,,"  278",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  350",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-20","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  239",",,7",,,"  244",",,7,2400",,,,,"  256",",,7","  261",",,7",,,"  339",",,7","  317",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-21","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  222",",,7",,,"  228",",,7,2400",,,,,"  250",",,7","  256",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-22","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  104",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  211",",,7",,,"  211",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  272",",,7","  267",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-23","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  189",",,7",,,"  194",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-24","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  167",",,7",,,"  189",",,7,2400",,,,,"  200",",,7","  211",",,7",,,"  278",",,7","  267",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-25","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  178",",,7",,,"  211",",,7,2400",,,,,"  211",",,7","  217",",,7",,,"  244",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-26","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  112",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  194",",,7",,,"  206",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  250",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-27","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  130",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  194",",,7",,,"  200",",,7,2400",,,,,"  211",",,7","  217",",,7",,,"  283",",,7","  267",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-28","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  161",",,7",,,"  194",",,7,2400",,,,,"  189",",,7","  200",",,7",,,"  278",",,7","  261",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-29","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  183",",,7",,,"  239",",,7,2400",,,,,"  194",",,7","  200",",,7",,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-08-30","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  156",",,7",,,"  172",",,7,2400",,,,,"  189",",,7","  200",",,7",,,"  233",",,7","  239",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-08-31","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  363",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","  167",",,7",,,"  183",",,7,2400",,,,,"  189",",,7","  194",",,7",,,"  228",",,7","  222",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-09-01","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  178",",,7",,,"  183",",,7,2400",,,,,"  200",",,7","  206",",,7",,,"  261",",,7","  256",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-02","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  161",",,7",,,"  228",",,7,2400",,,,,"  194",",,7","  200",",,7",,,"  283",",,7","  272",",,7",,,"    1",",,7",,,,,,,,,,,,
"USC00231801","2019-09-03","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  217",",,7",,,"  261",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-04","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  178",",,7",,,"  178",",,7,2400",,,,,"  217",",,7","  228",",,7",,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-05","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  150",",,7",,,"  233",",,7,2400",,,,,"  194",",,7","  200",",,7",,,"  294",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-06","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  200",",,7",,,"  200",",,7,2400",,,,,"  222",",,7","  228",",,7",,,"  311",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-07","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  161",",,7",,,"  211",",,7,2400",,,,,"  206",",,7","  211",",,7",,,"  306",",,7","  289",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-08","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  178",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  183",",,7",,,"  217",",,7,2400",,,,,"  211",",,7","  217",",,7",,,"  272",",,7","  261",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-09-09","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  211",",,7",,,"  267",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  300",",,7","  289",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2019-09-10","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  233",",,7",,,"  250",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  300",",,7","  289",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-11","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  228",",,7",,,"  250",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-12","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  228",",,7",,,"  256",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  317",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-13","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  161",",,7",,,"  161",",,7,2400",,,,,"  222",",,7","  228",",,7",,,"  278",",,7","  267",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-14","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  144",",,7",,,"  233",",,7,2400",,,,,"  194",",,7","  200",",,7",,,"  294",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-15","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,"  244",",,7,2400",,,,,"  222",",,7","  222",",,7",,,"  311",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2019-09-16","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  211",",,7",,,"  233",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  322",",,7","  306",",,7",,,,,,,,,,,,,,,,
