"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT17","WT17_ATTRIBUTES"
"USC00231801","2018-07-20","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  218",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  206",",,7",,,"  233",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  339",",,7","  306",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2018-07-21","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  200",",,7",,,"  233",",,7,2400",,,,,"  217",",,7","  233",",,7",,,"  344",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-22","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  194",",,7",,,"  211",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  344",",,7","  317",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-23","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  189",",,7",,,"  222",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  350",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-24","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  189",",,7",,,"  222",",,7,2400",,,,,"  228",",,7","  239",",,7",,,"  356",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-25","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  167",",,7",,,"  228",",,7,2400",,,,,"  222",",,7","  239",",,7",,,"  361",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-26","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  189",",,7",,,"  194",",,7,2400",,,,,"  233",",,7","  244",",,7",,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-27","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  167",",,7",,,"  200",",,7,2400",,,,,"  211",",,7","  222",",,7",,,"  361",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-28","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  178",",,7",,,"  211",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  322",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-29","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  178",",,7",,,"  178",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  250",",,7","  256",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-30","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   51",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  178",",,7",,,"  206",",,7,2400",,,,,"  206",",,7","  217",",,7",,,"  300",",,7","  272",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-07-31","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7",,,"  183",",,7,2400",,,,,"  206",",,7","  217",",,7",,,"  328",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-01","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  161",",,7",,,"  222",",,7,2400",,,,,"  200",",,7","  217",",,7",,,"  356",",,7","  317",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-02","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  194",",,7",,,"  239",",,7,2400",,,,,"  217",",,7","  228",",,7",,,"  367",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-03","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  189",",,7",,,"  256",",,7,2400",,,,,"  228",",,7","  239",",,7",,,"  378",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-04","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  222",",,7",,,"  261",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  367",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-05","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  250",",,7",,,"  278",",,7,2400",,,,,"  256",",,7","  261",",,7",,,"  372",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-06","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  239",",,7",,,"  239",",,7,2400",,,,,"  250",",,7","  261",",,7",,,"  350",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-07","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  206",",,7",,,"  228",",,7,2400",,,,,"  244",",,7","  256",",,7",,,"  306",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-08","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   36",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  200",",,7",,,"  211",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  350",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-09","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  178",",,7",,,"  239",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  372",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-10","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  211",",,7",,,"  244",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  367",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-11","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,"  222",",,7,2400",,,,,"  239",",,7","  250",",,7",,,"  378",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-12","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  183",",,7",,,"  233",",,7,2400",,,,,"  233",",,7","  244",",,7",,,"  367",",,7","  333",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-13","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  206",",,7",,,"  233",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  383",",,7","  344",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-14","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  222",",,7",,,"  233",",,7,2400",,,,,"  250",",,7","  256",",,7",,,"  283",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-15","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   81",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  217",",,7",,,"  239",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  306",",,7","  289",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2018-08-16","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  217",",,7",,,"  217",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  372",",,7","  339",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-17","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   56",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  211",",,7",,,"  222",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  339",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-18","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  200",",,7",,,"  217",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  328",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-19","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  206",",,7",,,"  211",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  322",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-20","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   69",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  200",",,7",,,"  206",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  283",",,7","  272",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-21","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   53",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  200",",,7",,,"  217",",,7,2400",,,,,"  222",",,7","  228",",,7",,,"  306",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-22","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  167",",,7",,,"  167",",,7,2400",,,,,"  200",",,7","  217",",,7",,,"  317",",,7","  289",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-23","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  144",",,7",,,"  200",",,7,2400",,,,,"  183",",,7","  200",",,7",,,"  261",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-24","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  132",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  178",",,7",,,"  250",",,7,2400",,,,,"  200",",,7","  211",",,7",,,"  289",",,7","  272",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2018-08-25","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  239",",,7",,,"  261",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  333",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-26","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  239",",,7",,,"  272",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  333",",,7","  311",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-27","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  250",",,7",,,"  278",",,7,2400",,,,,"  244",",,7","  250",",,7",,,"  350",",,7","  322",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-28","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  256",",,7",,,"  283",",,7,2400",,,,,"  256",",,7","  261",",,7",,,"  356",",,7","  328",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-29","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  272",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  206",",,7",,,"  217",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  278",",,7","  283",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2018-08-30","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  200",",,7",,,"  217",",,7,2400",,,,,"  222",",,7","  228",",,7",,,"  250",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-08-31","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  200",",,7",,,"  233",",,7,2400",,,,,"  217",",,7","  222",",,7",,,"  250",",,7","  239",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-01","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  201",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  233",",,7",,,"  250",",,7,2400",,,,,"  222",",,7","  222",",,7",,,"  311",",,7","  289",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00231801","2018-09-02","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  222",",,7",,,"  250",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  306",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-03","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  239",",,7",,,"  250",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  317",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-04","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  222",",,7",,,"  256",",,7,2400",,,,,"  233",",,7","  239",",,7",,,"  333",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-05","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  228",",,7",,,"  233",",,7,2400",,,,,"  233",",,7","  244",",,7",,,"  344",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-06","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   30",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  222",",,7",,,"  233",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  283",",,7","  267",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-07","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  200",",,7",,,"  206",",,7,2400",,,,,"  217",",,7","  228",",,7",,,"  244",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-08","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  167",",,7",,,"  167",",,7,2400",,,,,"  189",",,7","  206",",,7",,,"  217",",,7","  228",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-09","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","  165",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  150",",,7",,,"  150",",,7,2400",,,,,"  183",",,7","  194",",,7",,,"  267",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-10","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7",,,"  161",",,7,2400",,,,,"  161",",,7","  178",",,7",,,"  289",",,7","  256",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-11","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  133",",,7",,,"  189",",,7,2400",,,,,"  167",",,7","  183",",,7",,,"  294",",,7","  261",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-12","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  156",",,7",,,"  194",",,7,2400",,,,,"  178",",,7","  194",",,7",,,"  294",",,7","  261",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-13","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  172",",,7",,,"  217",",,7,2400",,,,,"  194",",,7","  206",",,7",,,"  328",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-14","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  194",",,7",,,"  228",",,7,2400",,,,,"  211",",,7","  217",",,7",,,"  339",",,7","  289",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-15","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  189",",,7",,,"  233",",,7,2400",,,,,"  222",",,7","  228",",,7",,,"  322",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-16","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  194",",,7",,,"  222",",,7,2400",,,,,"  217",",,7","  228",",,7",,,"  333",",,7","  289",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-17","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  194",",,7",,,"  222",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  333",",,7","  294",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-18","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  200",",,7",,,"  239",",,7,2400",,,,,"  228",",,7","  233",",,7",,,"  328",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-19","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  222",",,7",,,"  256",",,7,2400",,,,,"  239",",,7","  244",",,7",,,"  328",",,7","  300",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-20","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  244",",,7",,,"  272",",,7,2400",,,,,"  250",",,7","  250",",,7",,,"  333",",,7","  306",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-21","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  156",",,7",,,"  156",",,7,2400",,,,,"  222",",,7","  233",",,7",,,"  306",",,7","  283",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-22","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  111",",,7",,,"  139",",,7,2400",,,,,"  189",",,7","  200",",,7",,,"  294",",,7","  272",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-23","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  106",",,7",,,"  206",",,7,2400",,,,,"  178",",,7","  189",",,7",,,"  294",",,7","  267",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-24","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  194",",,7",,,"  206",",,7,2400",,,,,"  222",",,7","  222",",,7",,,"  250",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-25","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  144",",,7",,,"  144",",,7,2400",,,,,"  217",",,7","  217",",,7",,,"  294",",,7","  272",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-26","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","   33",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   94",",,7",,,"   94",",,7,2400",,,,,"  167",",,7","  183",",,7",,,"  239",",,7","  233",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-27","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   56",",,7",,,"  128",",,7,2400",,,,,"  133",",,7","  156",",,7",,,"  267",",,7","  239",",,7",,,,,,,,,,,,,,,,
"USC00231801","2018-09-28","38.94243","-92.32044","234.7","COLUMBIA U OF M, MO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   89",",,7",,,"  117",",,7,2400",,,,,"  150",",,7","  167",",,7",,,"  261",",,7","  233",",,7",,,,,,,,,,,,,,,,
