"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN34","SN34_ATTRIBUTES","SN35","SN35_ATTRIBUTES","SN36","SN36_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX34","SX34_ATTRIBUTES","SX35","SX35_ATTRIBUTES","SX36","SX36_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00122309","2018-06-22","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   18",",,7,0800",,,,,"  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  239",",,7",,,,,,,,,,,"  239",",,7",,,"  272",",,7",,,,,,,,,,,"  250",",,7",,,,,,,,,,,,
"USC00122309","2018-06-23","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  287",",,7,0800",,,,,"  250",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  228",",,7",,,"  244",",,7",,,,,,,,,,,"  239",",,7",,,,,,,,,,,,
"USC00122309","2018-06-24","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  267",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,"  217",",,7",,,,,,,,,,,"  222",",,7",,,"  250",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-06-25","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   69",",,7,0800",,,,,"  294",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-06-26","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  130",",,7,0800",,,,,"  267",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  233",",,7",,,"  244",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-06-27","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  554",",,7,0800",,,,,"  289",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  228",",,7",,,"  244",",,7",,,,,,,,,,,"  239",",,7",,,,,,,,,,,,
"USC00122309","2018-06-28","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   13",",,7,0800",,,,,"  300",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  228",",,7",,,"  261",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-06-29","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  233",",,7",,,"  261",",,7",,,,,,,,,,,"  256",",,7",,,,,,,,,,,,
"USC00122309","2018-06-30","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800",,,,,"  322",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,"  244",",,7",,,,,,,,,,,"  228",",,7",,,"  300",",,7",,,,,,,,,,,"  261",",,7",,,,,,,,,,,,
"USC00122309","2018-07-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  333",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,"  256",",,7",,,,,,,,,,,"  244",",,7",,,"  300",",,7",,,,,,,,,,,"  261",",,7",,,,,,,,,,,,
"USC00122309","2018-07-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0","T,,7,0800",,,,,"  339",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,"  261",",,7",,,,,,,,,,,"  256",",,7",,,"  294",",,7",,,,,,,,,,,"  267",",,7",,,,,,,,,,,,
"USC00122309","2018-07-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   48",",,7,0800",,,,,"  322",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  256",",,7",,,,,,,,,,,"  256",",,7",,,"  283",",,7",,,,,,,,,,,"  267",",,7",,,,,,,,,,,,
"USC00122309","2018-07-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   41",",,7,0800",,,,,"  322",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,"  256",",,7",,,,,,,,,,,"  256",",,7",,,"  339",",,7",,,,,,,,,,,"  261",",,7",,,,,,,,,,,,
"USC00122309","2018-07-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  350",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,"  256",",,7",,,,,,,,,,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,"  300",",,7",,,,,,,,,,,,
"USC00122309","2018-07-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  350",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  267",",,7",,,,,,,,,,,"  300",",I,7",,,"  306",",,7",,,,,,,,,,,"  256",",,7",,,,,,,,,,,,
"USC00122309","2018-07-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  300",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,"  283",",,7",,,,,,,,,,,,
"USC00122309","2018-07-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  272",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  233",",,7",,,"  272",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,"  233",",,7",,,,,,,,,,," -139",",G,7",,,"  289",",,7",,,,,,,,,,,"  256",",,7",,,,,,,,,,,,
"USC00122309","2018-07-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,"  250",",,7",,,,,,,,,,,"  244",",,7",,,"  294",",,7",,,,,,,,,,,"  261",",,7",,,,,,,,,,,,
"USC00122309","2018-07-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  339",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  256",",,7",,,,,,,,,,,"  250",",,7",,,"  317",",,7",,,,,,,,,,,"  267",",,7",,,,,,,,,,,,
"USC00122309","2018-07-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"   78",",,7",,,,,,,,,,,"  239",",,7",,,"  306",",,7",,,,,,,,,,,"  261",",,7",,,,,,,,,,,,
"USC00122309","2018-07-13","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  300",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  239",",,7",,,,,,,,,,,"  233",",,7",,,"  300",",,7",,,,,,,,,,,"  250",",,7",,,,,,,,,,,,
"USC00122309","2018-07-14","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,"  244",",,7",,,,,,,,,,,"  233",",,7",,,"  317",",,7",,,,,,,,,,,"  306",",,7",,,,,,,,,,,,
"USC00122309","2018-07-15","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  267",",,7,0800",,,,,"  333",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,"  250",",,7",,,,,,,,,,,"  239",",,7",,,"  322",",,7",,,,,,,,,,,"  267",",,7",,,,,,,,,,,,
"USC00122309","2018-07-16","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   46",",,7,0800",,,,,"  294",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  250",",,7",,,,,,,,,,,"  239",",,7",,,"  278",",,7",,,,,,,,,,,"  239",",,7",,,,,,,,,,,,
"USC00122309","2018-07-17","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    8",",,7,0800",,,,,"  322",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,"  250",",,7",,,,,,,,,,,"  233",",,7",,,"  294",",,7",,,,,,,,,,,"  250",",,7",,,,,,,,,,,,
"USC00122309","2018-07-18","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  311",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  239",",,7",,,"  294",",,7",,,,,,,,,,,"  256",",,7",,,,,,,,,,,,
"USC00122309","2018-07-19","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  294",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  228",",,7",,,"  289",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-20","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  124",",,7,0800",,,,,"  311",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  222",",,7",,,"  294",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-21","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  239",",,7",,,,,,,,,,,"  228",",,7",,,"  289",",,7",,,,,,,,,,,"  250",",,7",,,,,,,,,,,,
"USC00122309","2018-07-22","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  234",",,7,0800",,,,,"  267",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  228",",,7",,,"  256",",,7",,,,,,,,,,,"  239",",,7",,,,,,,,,,,,
"USC00122309","2018-07-23","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   36",",,7,0800",,,,,"  261",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  217",",,7",,,,,,,,,,,"  228",",,7",,,"  244",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-24","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  267",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  211",",,7",,,,,,,,,,,"  228",",,7",,,"  256",",,7",,,,,,,,,,,"  233",",,7",,,,,,,,,,,,
"USC00122309","2018-07-25","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  300",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  239",",,7",,,"  289",",,7",,,,,,,,,,,"  250",",,7",,,,,,,,,,,,
"USC00122309","2018-07-26","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  306",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,"  233",",,7",,,"  300",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-27","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  306",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  294",",I,7",,,,,,,,,,,"  233",",,7",,,"  233",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-28","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  283",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,"  222",",,7",,,,,,,,,,,"  228",",,7",,,"  283",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-29","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  278",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  228",",,7",,,"  289",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-07-30","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   18",",,7,0800",,,,,"  283",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  217",",,7",,,,,,,,,,,"  217",",,7",,,"  272",",,7",,,,,,,,,,,"  239",",,7",,,,,,,,,,,,
"USC00122309","2018-07-31","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  191",",,7,0800",,,,,"  244",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,"  222",",,7",,,,,,,,,,,"  222",",,7",,,"  233",",,7",,,,,,,,,,,"  222",",,7",,,,,,,,,,,,
"USC00122309","2018-08-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","  109",",,7,0800",,,,,"  267",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  222",",,7",,,,,,,,,,,"  222",",,7",,,"  261",",,7",,,,,,,,,,,"  222",",,7",,,,,,,,,,,,
"USC00122309","2018-08-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  278",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,"  211",",,7",,,,,,,,,,,"  222",",,7",,,"  278",",,7",,,,,,,,,,,"  233",",,7",,,,,,,,,,,,
"USC00122309","2018-08-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  306",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,"  222",",,7",,,,,,,,,,,"  222",",,7",,,"  300",",,7",,,,,,,,,,,"  233",",,7",,,,,,,,,,,,
"USC00122309","2018-08-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  311",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  222",",,7",,,"  294",",,7",,,,,,,,,,,"  239",",,7",,,,,,,,,,,,
"USC00122309","2018-08-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  322",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,"  233",",,7",,,"  306",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-08-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  339",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  239",",,7",,,,,,,,,,,"  233",",,7",,,"  311",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-08-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","    0",",,7,0800",,,,,"  328",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,"  244",",,7",,,,,,,,,,,"  233",",,7",,,"  306",",,7",,,,,,,,,,,"  244",",,7",,,,,,,,,,,,
"USC00122309","2018-08-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   25",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,"  250",",,7",,,,,,,,,,,"  239",",,7",,,"  289",",,7",,,,,,,,,,,"  256",",,7",,,,,,,,,,,,
"USC00122309","2018-08-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","   13",",,7,0800",,,,,"  306",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  239",",,7",,,,,,,,,,,"  244",",,7",,,"  289",",,7",,,,,,,,,,,"  256",",,7",,,,,,,,,,,,
