"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013873","2018-07-27","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  183",",,W",,,,,"   15",",,W",,,,,,,,,,,"  253","H,,S",,,,,,,"  330",",,W","  300",",,W",,,,,,,,,,,"   45",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-07-28","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W",,,,,"   13",",,W",,,,,,,,,,,"  263","H,,S",,,,,,,"  300",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-07-29","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  406",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  194",",,W",,,,,"   13",",,W",,,,,,,,,,,"  255","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-07-30","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  211",",,W",,,,,"    5",",,W",,,,,,,,,,,"  246","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,"   31",",,W","   49",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-07-31","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  241",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  211",",,W",,,,,"   12",",,W",,,,,,,,,,,"  244","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-01","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  208",",,W,2400",,,,,"  272",",,W","  211",",,W",,,,,"    9",",,W",,,,,,,,,,,"  228","H,,S",,,,,,,"  210",",,W","  230",",,W",,,,,,,,,,,"   45",",,W","   94",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-02","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  290",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  211",",,W",,,,,"   13",",,W",,,,,,,,,,,"  224","H,,S",,,,,,,"   70",",,W","   80",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-03","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   58",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  217",",,W",,,,,"   11",",,W",,,,,,,,,,,"  241","H,,S",,,,,,,"  180",",,W","   70",",,W",,,,,,,,,,,"   31",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-04","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W",,,,,"    5",",,W",,,,,,,,,,,"  256","H,,S",,,,,,,"  280",",,W","  250",",,W",,,,,,,,,,,"   27",",,W","   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-05","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  222",",,W",,,,,"    5",",,W",,,,,,,,,,,"  269","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,,,"   31",",,W","   45",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-06","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W",,,,,"   12",",,W",,,,,,,,,,,"  278","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-07","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  217",",,W",,,,,"    7",",,W",,,,,,,,,,,"  267","H,,S",,,,,,,"  240",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-08","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   18",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W",,,,,"   14",",,W",,,,,,,,,,,"  264","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,,,,,"   81",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-09","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  198",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  211",",,W",,,,,"   13",",,W",,,,,,,,,,,"  248","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,,,"   54",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-10","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  206",",,W",,,,,"   19",",,W",,,,,,,,,,,"  246","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   45",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-11","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  222",",,W",,,,,"   11",",,W",,,,,,,,,,,"  259","H,,S",,,,,,,"  300",",,W","  260",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-12","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  328",",,W","  211",",,W",,,,,"    7",",,W",,,,,,,,,,,"  257","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,,,"   72",",,W","  107",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-13","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  200",",,W",,,,,"   10",",,W",,,,,,,,,,,"  255","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-14","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  183",",,W",,,,,"   11",",,W",,,,,,,,,,,"  248","H,,S",,,,,,,"  290",",,W","  270",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-15","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  183",",,W",,,,,"    7",",,W",,,,,,,,,,,"  254","H,,S",,,,,,,"   50",",,W","   70",",,W",,,,,,,,,,,"   27",",,W","   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-16","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  200",",,W",,,,,"    6",",,W",,,,,,,,,,,"  261","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,"   40",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-17","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  208",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W",,,,,"   14",",,W",,,,,,,,,,,"  256","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,,,,,"   54",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-18","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","  109",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  217",",,W",,,,,"   17",",,W",,,,,,,,,,,"  247","H,,S",,,,,,,"  310",",,W","  330",",,W",,,,,,,,,,,"   54",",,W","   89",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-19","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","   18",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,"  247","H,,S",,,,,,,"  220",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-20","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  289",",,W","  217",",,W",,,,,"   11",",,W",,,,,,,,,,,"  246","H,,S",,,,,,,"  270",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-21","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  306",",,W","  222",",,W",,,,,"   16",",,W",,,,,,,,,,,"  250","H,,S",,,,,,,"  240",",,W","  210",",,W",,,,,,,,,,,"   45",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-22","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  206",",,W",,,,,"   22",",,W",,,,,,,,,,,"  252","H,,S",,,,,,,"  290",",,W","  310",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-23","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  172",",,W",,,,,"   18",",,W",,,,,,,,,,,"  237","H,,S",,,,,,,"   80",",,W","   60",",,W",,,,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-24","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  156",",,W",,,,,"   26",",,W",,,,,,,,,,,"  217","H,,S",,,,,,,"   70",",,W","   60",",,W",,,,,,,,,,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-25","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  161",",,W",,,,,"   14",",,W",,,,,,,,,,,"  225","H,,S",,,,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   36",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-26","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  178",",,W",,,,,"    6",",,W",,,,,,,,,,,"  242","H,,S",,,,,,,"   70",",,W","   60",",,W",,,,,,,,,,,"   27",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-27","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  200",",,W",,,,,"    2",",,W",,,,,,,,,,,"  259","H,,S",,,,,,,"  100",",,W","  110",",,W",,,,,,,,,,,"   31",",,W","   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-28","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  339",",,W","  200",",,W",,,,,"    3",",,W",,,,,,,,,,,"  261","H,,S",,,,,,,"   70",",,W","  130",",,W",,,,,,,,,,,"   31",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013873","2018-08-29","33.948","-83.3275","239.3","ATHENS BEN EPPS AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W",,,,,"   11",",,W",,,,,,,,,,,"  266","H,,S",,,,,,,"  170",",,W","  170",",,W",,,,,,,,,,,"   36",",,W","   63",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
