"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00093013","2018-07-28","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  328",",,W","  133",",,W","   32",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","  139",",,W","  183",",,W",,,,,"    1",",,W",,
"USW00093013","2018-07-29","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  333",",,W","  117",",,W","   31",",,W",,,,,,,,,,,"  160",",,W","  340",",,W","   81",",,W","  112",",,W",,,,,,,,
"USW00093013","2018-07-30","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  322",",,W","  133",",,W","   33",",,W",,,,,,,,,,,"  300",",,W","  290",",,W","   67",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-07-31","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  339",",,W","  128",",,W","   32",",,W",,,,,,,,,,,"  290",",,W","  310",",,W","   67",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-08-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  333",",,W","  133",",,W","   36",",,W",,,,,,,,,,,"  320",",,W","   40",",,W","   89",",,W","  107",",,W",,,,,,,,
"USW00093013","2018-08-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  339",",,W","  150",",,W","   34",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   67",",,W","   89",",,W",,,,,,,,
"USW00093013","2018-08-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  283",",,W","  178",",,W","   34",",,W",,,,,,,,,,,"  320",",,W","  310",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00093013","2018-08-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  350",",,W","  133",",,W","   32",",,W",,,,,,,,,,,"  340",",,W","  350",",,W","   98",",,W","  134",",,W",,,,,,,,
"USW00093013","2018-08-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   10",",,W,2400",,,"  350",",,W","  144",",,W","   34",",,W",,,,,,,,,,,"  250",",,W","  250",",,W","   98",",,W","  125",",,W",,,,,"    1",",,W","    1",",,W"
"USW00093013","2018-08-06","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  333",",,W","  144",",,W","   34",",,W",,,,,,,,,,,"  330",",,W","  350",",,W","   72",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-08-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  328",",,W","  117",",,W","   35",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   72",",,W","   89",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-08-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  333",",,W","  128",",,W","   38",",,W",,,,,,,,,,,"  340",",,W","  330",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00093013","2018-08-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  339",",,W","  122",",,W","   46",",,W",,,,,,,,,,,"  110",",,W","  120",",,W","  125",",,W","  157",",,W",,,,,,,,
"USW00093013","2018-08-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  328",",,W","  144",",,W","   36",",,W",,,,,,,,,,,"  100",",,W","  110",",,W","  228",",,W","  277",",,W",,,,,"    1",",,W","    1",",,W"
"USW00093013","2018-08-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  333",",,W","  122",",,W","   33",",,W",,,,,,,,,,,"  110",",,W","  110",",,W","   67",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-08-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  344",",,W","  167",",,W","   49",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","  161",",,W","  201",",,W",,,,,"    1",",,W",,
"USW00093013","2018-08-13","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  344",",,W","  156",",,W","   35",",,W",,,,,,,,,,,"   10",",,W","  360",",,W","  130",",,W","  165",",,W",,,,,"    1",",,W","    1",",,W"
"USW00093013","2018-08-14","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  328",",,W","  139",",,W","   31",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","  107",",,W","  165",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-08-15","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  289",",,W","  156",",,W","   23",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   89",",,W","   98",",,W",,,,,,,,
"USW00093013","2018-08-16","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  317",",,W","  172",",,W","   37",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","  148",",,W","  179",",,W",,,,,,,,
"USW00093013","2018-08-17","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  306",",,W","  150",",,W","   30",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   76",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-08-18","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  289",",,W","  161",",,W","   34",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","   76",",,W","  103",",,W",,,,,,,,
"USW00093013","2018-08-19","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  283",",,W","  122",",,W","   38",",,W",,,,,,,,,,,"  300",",,W","  310",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00093013","2018-08-20","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  328",",,W","  111",",,W","   30",",,W",,,,,"    0",",,W",,,"    0",",,W","  130",",,W",,,"   58",",,W",,,,,,,,,,
"USW00093013","2018-08-21","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   18",",,W,2400",,,"  322",",,W","  150",",,W","   34",",,W",,,,,,,,,,,"  300",",,W","  280",",,W","  179",",,W","  219",",,W",,,,,"    1",",,W","    1",",,W"
"USW00093013","2018-08-22","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   18",",,W,2400",,,"  250",",,W","  139",",,W","   22",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   81",",,W","  125",",,W",,,,,,,,
"USW00093013","2018-08-23","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   28",",,W,2400",,,"  278",",,W","  117",",,W","   32",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   94",",,W","  112",",,W",,,,,"    1",",,W",,
"USW00093013","2018-08-24","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  300",",,W","  106",",,W","   29",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00093013","2018-08-25","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   23",",,W,2400",,,"  300",",,W","  139",",,W","   47",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","  161",",,W","  192",",,W",,,,,"    1",",,W",,
"USW00093013","2018-08-26","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   10",",,W,2400",,,"  294",",,W","  139",",,W","   38",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","  170",",,W","  233",",,W",,,,,"    1",",,W","    1",",,W"
"USW00093013","2018-08-27","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  300",",,W","  128",",,W","   48",",,W",,,,,,,,,,,"  250",",,W","  230",",,W","  107",",,W","  161",",,W",,,,,,,,
"USW00093013","2018-08-28","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  306",",,W","  133",",,W","   42",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","  103",",,W","  157",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-08-29","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  311",",,W","  100",",,W","   41",",,W",,,,,,,,,,,"  290",",,W","  300",",,W","   81",",,W","  107",",,W",,,,,,,,
"USW00093013","2018-08-30","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  322",",,W","  122",",,W","   34",",,W",,,,,,,,,,,"  270",",,W","  250",",,W","   72",",,W","   98",",,W",,,,,,,,
"USW00093013","2018-08-31","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  294",",,W","  144",",,W","   32",",,W",,,,,,,,,,,"  310",",,W","  240",",,W","   81",",,W","  107",",,W",,,,,"    1",",,W",,
"USW00093013","2018-09-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    8",",,W,2400",,,"  272",",,W","  133",",,W","   36",",,W",,,,,,,,,,,"  240",",,W","  300",",,W","  112",",,W","  152",",,W",,,,,,,,
"USW00093013","2018-09-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   13",",,W,2400",,,"  278",",,W","  128",",,W","   34",",,W",,,,,,,,,,,"  130",",,W","  130",",,W","  130",",,W","  161",",,W",,,,,"    1",",,W",,
"USW00093013","2018-09-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  256",",,W","  139",",,W","   43",",,W",,,,,,,,,,,"  110",",,W","  120",",,W","   98",",,W","  121",",,W",,,,,,,,
"USW00093013","2018-09-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  272",",,W","  139",",,W","   43",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","  157",",,W","  188",",,W",,,,,,,,
"USW00093013","2018-09-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   20",",,W,2400",,,"  200",",,W","  117",",,W","   26",",,W",,,,,,,,,,,"  110",",,W","  110",",,W","   67",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-09-06","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   18",",,W,2400",,,"  256",",,W","   94",",,W","   29",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","  112",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,
"USW00093013","2018-09-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  289",",,W","   89",",,W","   31",",,W",,,,,,,,,,,"  300",",,W","  320",",,W","   67",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-09-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  306",",,W","  100",",,W","   29",",,W",,,,,,,,,,,"  350",",,W","  340",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00093013","2018-09-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    3",",,W,2400",,,"  300",",,W","  156",",,W","   29",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","  130",",,W","  148",",,W",,,,,,,,
"USW00093013","2018-09-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0","T,,W,2400",,,"  311",",,W","  106",",,W","   32",",,W",,,,,,,,,,,"  150",",,W","  220",",,W","  139",",,W","  188",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-09-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  317",",,W","  139",",,W","   41",",,W",,,,,,,,,,,"  260",",,W","  260",",,W","   98",",,W","  121",",,W",,,,,,,,
"USW00093013","2018-09-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  311",",,W","  139",",,W","   55",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","  112",",,W","  148",",,W",,,,,,,,
"USW00093013","2018-09-13","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  306",",,W","  111",",,W","   44",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","   98",",,W","  121",",,W",,,,,,,,
"USW00093013","2018-09-14","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  311",",,W","   89",",,W","   38",",,W",,,,,,,,,,,"  350",",,W","  350",",,W","   72",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-09-15","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  328",",,W","   94",",,W","   33",",,W",,,,,,,,,,,"  150",",,W","  270",",,W","   76",",,W","   89",",,W",,,,,,,,
"USW00093013","2018-09-16","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  317",",,W","  128",",,W","   34",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","   89",",,W","  107",",,W",,,,,,,,
"USW00093013","2018-09-17","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  317",",,W","  133",",,W","   33",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   76",",,W","  107",",,W",,,,,,,,
"USW00093013","2018-09-18","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  322",",,W","  139",",,W","   44",",,W",,,,,,,,,,,"  260",",,W","  270",",,W","  107",",,W","  148",",,W",,,,,,,,
"USW00093013","2018-09-19","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   33",",,W,2400",,,"  222",",,W","  139",",,W","   38",",,W",,,,,,,,,,,"  110",",,W","  120",",,W","  107",",,W","  125",",,W",,,,,"    1",",,W",,
"USW00093013","2018-09-20","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  256",",,W","  106",",,W","   29",",,W",,,,,,,,,,,"  130",",,W","   10",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00093013","2018-09-21","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  278",",,W","   50",",,W","   34",",,W",,,,,,,,,,,"  140",",,W","  320",",,W","   72",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-09-22","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  283",",,W","   67",",,W","   29",",,W",,,,,,,,,,,"  130",",,W","  140",",,W","   76",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-09-23","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  283",",,W","  100",",,W","   41",",,W",,,,,,,,,,,"  250",",,W","  250",",,W","   94",",,W","  112",",,W",,,,,,,,
"USW00093013","2018-09-24","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    3",",,W,2400",,,"  272",",,W","  133",",,W","   26",",,W",,,,,,,,,,,"  330",",,W","  350",",,W","  116",",,W","  143",",,W",,,,,,,,
"USW00093013","2018-09-25","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  217",",,W","   56",",,W","   32",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   72",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-09-26","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  228",",,W","   39",",,W","   30",",,W",,,,,,,,,,,"  120",",,W","  340",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00093013","2018-09-27","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  244",",,W","   39",",,W","   32",",,W",,,,,,,,,,,"  150",",,W","  130",",,W","   63",",,W","   67",",,W",,,,,,,,
"USW00093013","2018-09-28","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  272",",,W","   56",",,W","   31",",,W",,,,,,,,,,,"  140",",,W","  130",",,W","   76",",,W","   85",",,W",,,,,,,,
"USW00093013","2018-09-29","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  283",",,W","   83",",,W","   45",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   98",",,W","  130",",,W",,,,,,,,
"USW00093013","2018-09-30","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    0",",,W,2400",,,"  283",",,W","  128",",,W","   52",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  112",",,W","  148",",,W",,,,,,,,
"USW00093013","2018-10-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   33",",,W,2400",,,"  194",",,W","  111",",,W","   21",",,W",,,,,,,,,,,"  110",",,W","  120",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   94",",,W,2400",,,"  161",",,W","  106",",,W","   18",",,W",,,,,,,,,,,"  150",",,W","  110",",,W","   40",",,W","   45",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    5",",,W,2400",,,"  250",",,W","  128",",,W","   19",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   58",",,W","   63",",,W",,,,,,,,
"USW00093013","2018-10-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","    8",",,W,2400",,,"  200",",,W","  100",",,W","   37",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","  183",",,W","  241",",,W",,,,,,,"    1",",,W"
"USW00093013","2018-10-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   10",",,W,2400",,,"  172",",,W","   61",",,W","   30",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","  103",",,W","  134",",,W",,,,,,,,
"USW00093013","2018-10-06","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   33",",,W,2400",,,"  144",",,W","   33",",,W","   24",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   94",",,W","  116",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   41",",,W,2400",,,"  144",",,W","   44",",,W","   22",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   76",",,W","   94",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   69",",,W,2400",,,"   94",",,W","   39",",,W","   17",",,W",,,,,,,,,,,"  120",",,W","  120",",,W","   58",",,W","   63",",,W","    1",",,W",,,,,,
"USW00093013","2018-10-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","   10",",,W,2400",,,"  111",",,W","   39",",,W","   19",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   81",",,W","   98",",,W",,,,,,,,
