"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00093822","2018-07-17","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  306",",,W","  189",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,"   70",",,W","   80",",,W",,,,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-18","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  289",",,W","  183",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,,,,,"  237","H,,S",,,,,"   60",",,W","  100",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-19","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","   28",",,W,2400","    0",",,W","    0",",,W,","  294",",,W","  178",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,"  180",",,W","  170",",,W",,,,,,,,,,,"  134",",,W","  192",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-20","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  283",",,W","  200",",,W",,,,,"   48",",,W",,,,,,,,,,,,,,,,,,,,,"  244","H,,S",,,,,"  260",",,W","  260",",,W",,,,,,,,,,,"   89",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-21","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  272",",,W","  194",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,,,,,,,"  230","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-22","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  267",",,W","  194",",,W",,,,,"   48",",,W",,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,"  350",",,W","  360",",,W",,,,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-23","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0","T,,W,2400","    0",",,W","    0",",,W,","  306",",,W","  172",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,"  233","H,,S",,,,,"  360",",,W","  290",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-24","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  317",",,W","  172",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,,,"  248","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-25","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  311",",,W","  150",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,,,"  241","H,,S",,,,,"   20",",,W","   10",",,W",,,,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-26","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  283",",,W","  172",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-27","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  272",",,W","  156",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,"  211","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,,,"   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-28","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  278",",,W","  133",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,,,,,"  207","H,,S",,,,,"  270",",,W","  280",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-29","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","  711",",,W,2400","    0",",,W","    0",",,W,","  206",",,W","  167",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,"  189","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-30","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","  500",",,W,2400","    0",",,W","    0",",,W,","  256",",,W","  178",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,"  203","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-07-31","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","   10",",,W,2400","    0",",,W","    0",",,W,","  261",",,W","  156",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,,,"   81",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-01","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  289",",,W","  133",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,"  200",",,W","  190",",,W",,,,,,,,,,,"   54",",,W","   94",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-02","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0","T,,W,2400","    0",",,W","    0",",,W,","  300",",,W","  194",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,"  237","H,,S",,,,,"  250",",,W","  220",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-03","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  328",",,W","  172",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,"  255","H,,S",,,,,"  280",",,W","  270",",,W",,,,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-04","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  317",",,W","  217",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,"  160",",,W","  180",",,W",,,,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-05","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  328",",,W","  222",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,,,,,,,"  277","H,,S",,,,,"  180",",,W","  160",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-06","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  339",",,W","  233",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,,,,,"  282","H,,S",,,,,"  200",",,W","  190",",,W",,,,,,,,,,,"   81",",,W","  125",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-07","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","  150",",,W,2400","    0",",,W","    0",",,W,","  261",",,W","  200",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,"  210",",,W","  200",",,W",,,,,,,,,,,"   94",",,W","  139",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-08","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  300",",,W","  178",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,"  245","H,,S",,,,,"  250",",,W","  260",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-09","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  322",",,W","  161",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,"  244","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-10","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","  198",",,W,2400","    0",",,W","    0",",,W,","  322",",,W","  206",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,"  310",",,W","  260",",,W",,,,,,,,,,,"   98",",,W","  148",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-11","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  306",",,W","  183",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,,,"  248","H,,S",,,,,"   20",",,W","   30",",,W",,,,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-12","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  322",",,W","  178",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,"   50",",,W","  360",",,W",,,,,,,,,,,"   40",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-13","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  322",",,W","  189",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,"  240",",,W","  240",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-14","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  306",",,W","  200",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,"  249","H,,S",,,,,"  180",",,W","  170",",,W",,,,,,,,,,,"   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-15","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    5",",,W,2400","    0",",,W","    0",",,W,","  278",",,W","  228",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,"  247","H,,S",,,,,"  170",",,W","  190",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-16","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","  231",",,W,2400","    0",",,W","    0",",,W,","  322",",,W","  217",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,,,"  130",",,W","  197",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-17","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","  107",",,W,2400","    0",",,W","    0",",,W,","  289",",,W","  200",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-18","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  300",",,W","  189",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,"   70",",,W","   50",",,W",,,,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-19","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  294",",,W","  200",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,,,"  245","H,,S",,,,,"  120",",,W","  120",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-20","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","   74",",,W,2400","    0",",,W","    0",",,W,","  289",",,W","  217",",,W",,,,,"   44",",,W",,,,,,,,,,,,,,,,,,,,,"  249","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,,,"   67",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-21","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0","T,,W,2400","    0",",,W","    0",",,W,","  278",",,W","  189",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,"  227","H,,S",,,,,"  330",",,W","  320",",,W",,,,,,,,,,,"   89",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-22","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  267",",,W","  139",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,"  214","H,,S",,,,,"  350",",,W","   20",",,W",,,,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093822","2018-08-23","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","    0",",,W,2400","    0",",,W","    0",",,W,","  267",",,W","  111",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,"  193","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
