"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014950","2018-07-16","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  211",",,W",,,,,"   37",",,W",,,,,,,,,,,,,"  330",",,W","  340",",,W",,,,,"   67",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-17","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  167",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"   70",",,W","   40",",,W",,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-18","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  300",",,W","  172",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  130",",,W","  110",",,W",,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-19","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","  246",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  183",",,W",,,,,"   47",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  241",",,W","  322",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-20","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  194",",,W",,,,,"   64",",,W",,,,,,,,,,,,,"  320",",,W","  300",",,W",,,,,"  116",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-21","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  183",",,W",,,,,"   54",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-22","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  172",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  360",",,W","  350",",,W",,,,,"   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-23","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  167",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  330",",,W","  340",",,W",,,,,"   76",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-24","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  156",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  330",",,W","  320",",,W",,,,,"   72",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-25","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   10",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  139",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  112",",,W","  148",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-26","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  144",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"   98",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-27","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  256",",,W","  122",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  330",",,W","  350",",,W",,,,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-28","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    3",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  122",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"   90",",,W","  130",",,W",,,,,"   45",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-29","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  150",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  110",",,W","  120",",,W",,,,,"   63",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-30","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  122",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"   50",",,W","   50",",,W",,,,,"   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-07-31","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  289",",,W","  122",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-01","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   51",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  144",",,W",,,,,"   32",",,W",,,,,,,,,,,,,"  320",",,W","  310",",,W",,,,,"   98",",,W","  143",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-02","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  283",",,W","  167",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  340",",,W","  320",",,W",,,,,"   58",",,W","   89",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-03","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  161",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  190",",,W","  180",",,W",,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-04","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  194",",,W",,,,,"   50",",,W",,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,"  107",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-05","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  356",",,W","  194",",,W",,,,,"   45",",,W",,,,,,,,,,,,,"  200",",,W","  180",",,W",,,,,"   98",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-06","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  317",",,W","  200",",,W",,,,,"   37",",,W",,,,,,,,,,,,,"  350",",,W","   60",",,W",,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-07","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   18",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  172",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  260",",,W","  260",",,W",,,,,"   63",",,W","   81",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-08","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  150",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   58",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-09","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  361",",,W","  172",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  260",",,W","  280",",,W",,,,,"   67",",,W","   94",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-10","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  183",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   67",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-11","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  161",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"   30",",,W","   10",",,W",,,,,"   45",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-12","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  161",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  110",",,W","  130",",,W",,,,,"   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-13","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  156",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  100",",,W","  100",",,W",,,,,"   67",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-14","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  283",",,W","  183",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  170",",,W","  160",",,W",,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-15","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   10",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  211",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"   10",",,W","   40",",,W",,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-16","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   18",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  189",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  310",",,W","  300",",,W",,,,,"   89",",,W","  116",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-17","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  306",",,W","  178",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"   63",",,W","   85",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-18","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  178",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"   70",",,W","   90",",,W",,,,,"   45",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-19","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  294",",,W","  172",",,W",,,,,"   40",",,W",,,,,,,,,,,,,"  130",",,W","  120",",,W",,,,,"   72",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-20","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   74",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  194",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"  110",",,W","  110",",,W",,,,,"   81",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-21","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  256",",,W","  139",",,W",,,,,"   56",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   94",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-22","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  117",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  360",",,W","  330",",,W",,,,,"   63",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-23","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  111",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"  200",",,W","  180",",,W",,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-24","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","  424",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  178",",,W",,,,,"   47",",,W",,,,,,,,,,,,,"  170",",,W","  180",",,W",,,,,"  112",",,W","  170",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-25","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  230",",,W","  290",",,W",,,,,"   58",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-26","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  311",",,W","  222",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-27","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   15",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  233",",,W",,,,,"   61",",,W",,,,,,,,,,,,,"  180",",,W","  170",",,W",,,,,"  116",",,W","  179",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-28","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US"," 1034",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  194",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"  290",",,W","  310",",,W",,,,,"  201",",,W","  304",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-29","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   30",",,W,2400","    0",",,H","    0",",,H","  244",",,W","  161",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  340",",,W","  360",",,W",,,,,"   81",",,W","  116",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-30","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  133",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-08-31","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   30",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  189",",,W",,,,,"   52",",,W",,,,,,,,,,,,,"  200",",,W","  210",",,W",,,,,"  107",",,W","  157",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-09-01","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","  145",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  206",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"   50",",,W","  360",",,W",,,,,"  125",",,W","  210",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-09-02","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   36",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  200",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  290",",,W","  320",",,W",,,,,"   76",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014950","2018-09-03","41.1077","-92.4466","256.6","OTTUMWA INDUSTRIAL AIRPORT, IA US","   13",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  217",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  180",",,W","  210",",,W",,,,,"   67",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
